persona_id,condition,trial,accuracy,log_likelihood
3,projected,36,0.52,-0.6930778892430933
3,slider,36,0.74,-0.6924787512070876
3,partial,36,0.64,-0.6927019859816091
3,standard,37,0.5,-0.692977348321212
3,projected,37,0.5,-0.6931078139582332
3,slider,37,0.74,-0.6924559993236905
3,partial,37,0.64,-0.692716311015536
3,standard,38,0.48,-0.6929256104860957
3,projected,38,0.54,-0.6930813102713219
3,slider,38,0.74,-0.692434788302068
3,partial,38,0.64,-0.6926799203450658
3,standard,39,0.46,-0.6928952716709531
3,projected,39,0.56,-0.6930730626131403
3,slider,39,0.72,-0.6924207873731356
3,partial,39,0.64,-0.6926577421052529
3,standard,40,0.52,-0.692789933226377
3,projected,40,0.5,-0.6930693822568231
3,slider,40,0.72,-0.6924037757919712
3,partial,40,0.66,-0.6925965489220265
3,standard,41,0.54,-0.6927496803218909
3,projected,41,0.58,-0.6930336798167828
3,slider,41,0.72,-0.6923725900559548
3,partial,41,0.66,-0.6925608683390664
3,standard,42,0.58,-0.692837685216343
3,projected,42,0.54,-0.6930784234380039
3,slider,42,0.74,-0.692384509008923
3,partial,42,0.62,-0.6926108757416329
3,standard,43,0.56,-0.6929242383419814
3,projected,43,0.52,-0.693058956300784
3,slider,43,0.74,-0.6923665281732471
3,partial,43,0.6,-0.6926450941992934
3,standard,44,0.54,-0.6929516833636586
3,projected,44,0.54,-0.6930430720781751
3,slider,44,0.74,-0.6923343699310687
3,partial,44,0.6,-0.6926427319152809
3,standard,45,0.56,-0.6928617065952003
3,projected,45,0.58,-0.6930013950954965
3,slider,45,0.76,-0.6922972209356816
3,partial,45,0.62,-0.6925793016469197
3,standard,46,0.56,-0.692853621672299
3,projected,46,0.58,-0.6929912667466844
3,slider,46,0.74,-0.6922959963799156
3,partial,46,0.64,-0.6925746562371009
3,standard,47,0.56,-0.6928204822994473
3,projected,47,0.6,-0.6929795966980642
3,slider,47,0.74,-0.6922830866073747
3,partial,47,0.64,-0.6925516960210403
3,standard,48,0.56,-0.6928037753902978
3,projected,48,0.58,-0.692971173703647
3,slider,48,0.74,-0.6922747721041763
3,partial,48,0.64,-0.6925391475959595
3,standard,49,0.58,-0.692773456725954
3,projected,49,0.6,-0.6929394410592304
3,slider,49,0.74,-0.6922446190385316
3,partial,49,0.64,-0.6925089761610961
3,standard,50,0.56,-0.6927386017457468
3,projected,50,0.6,-0.6929145038983587
3,slider,50,0.76,-0.6922194297681153
3,partial,50,0.62,-0.6924789412222985
0,standard,0,0.26,-0.6931471803599452
0,projected,0,0.26,-0.6931471803599452
0,slider,0,0.26,-0.6931471803599452
0,partial,0,0.26,-0.6931471803599452
0,standard,1,0.38,-0.6931951765756672
0,projected,1,0.38,-0.6931685554721331
0,slider,1,0.36,-0.6931606239045931
0,partial,1,0.36,-0.6931778848470408
0,standard,2,0.4,-0.6932833263294789
0,projected,2,0.5,-0.6931516006207902
0,slider,2,0.52,-0.6931426045669054
0,partial,2,0.44,-0.6932129307366048
0,standard,3,0.42,-0.6933275286629904
0,projected,3,0.48,-0.6931508706131269
0,slider,3,0.48,-0.6931381240680159
0,partial,3,0.4,-0.6932327760800839
0,standard,4,0.48,-0.6933371582745312
0,projected,4,0.48,-0.6931552193737944
0,slider,4,0.5,-0.6931424730084275
0,partial,4,0.42,-0.6932397432529368
0,standard,5,0.48,-0.693313468680474
0,projected,5,0.48,-0.6931544444421185
0,slider,5,0.46,-0.6931339156550648
0,partial,5,0.5,-0.6932236036232479
0,standard,6,0.42,-0.6933868801782136
0,projected,6,0.44,-0.6931604531103691
0,slider,6,0.52,-0.6931289845436578
0,partial,6,0.42,-0.6932578333266474
0,standard,7,0.34,-0.6935024001298453
0,projected,7,0.38,-0.693173077857868
0,slider,7,0.5,-0.6931407661933295
0,partial,7,0.34,-0.6933214711908642
0,standard,8,0.42,-0.6934135428681187
0,projected,8,0.32,-0.6931783472364051
0,slider,8,0.5,-0.6931389434447861
0,partial,8,0.4,-0.6932760898085987
0,standard,9,0.46,-0.6932510910018206
0,projected,9,0.6,-0.6931330659019417
0,slider,9,0.6,-0.6930922365319637
0,partial,9,0.52,-0.6931716097418337
0,standard,10,0.48,-0.6932816611259633
0,projected,10,0.58,-0.6931338223204092
0,slider,10,0.62,-0.6930888376984377
0,partial,10,0.5,-0.6931851941473431
0,standard,11,0.48,-0.6932251344396633
0,projected,11,0.58,-0.6931327454491688
0,slider,11,0.6,-0.6930848732553795
0,partial,11,0.48,-0.6931549181705168
0,standard,12,0.46,-0.6932556586527643
0,projected,12,0.6,-0.6931233153059978
0,slider,12,0.64,-0.6930778424690033
0,partial,12,0.46,-0.6931666470813737
0,standard,13,0.44,-0.6931605623731493
