lambda,gamma,alpha,qualtrics_id,condition,domain,fold,n_test,test_acc_std,test_ll_std,test_acc_part,test_ll_part,test_acc_blend,test_ll_blend,delta_ll,delta_acc
0.1,0.0,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,0,5,1.0,-0.6901900358599771,1.0,-0.46920545146406073,1.0,-0.6901900358599771,0.0,0.0
0.1,0.0,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,1,5,0.6,-0.6912324351004475,0.6,-0.5773273906153787,0.6,-0.6912324351004475,0.0,0.0
0.1,0.0,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,2,5,0.8,-0.691829432035987,0.6,-0.6476466777875175,0.8,-0.691829432035987,0.0,0.0
0.1,0.0,0.75,R_5DY1mtPtJpWz8WC,inference_categories,dailydilemmas,3,5,0.6,-0.6903303706504949,0.8,-0.48955081778923315,0.6,-0.6903303706504949,0.0,0.0
0.1,0.0,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,0,4,0.75,-0.6919509454770811,0.5,-0.7160545503775322,0.75,-0.6919509454770811,0.0,0.0
0.1,0.0,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,1,4,0.5,-0.693423134032705,0.5,-0.7064089836090433,0.5,-0.693423134032705,0.0,0.0
0.1,0.0,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,2,4,0.5,-0.692956189895669,0.75,-0.6791478745024051,0.5,-0.692956189895669,0.0,0.0
0.1,0.0,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,3,4,0.5,-0.6922843616630568,0.25,-0.7423490209745677,0.5,-0.6922843616630568,0.0,0.0
0.1,0.0,0.75,R_1PN3SGDWOMibPAh,inference_categories,dailydilemmas,4,4,1.0,-0.6918221546867992,0.25,-0.722761633289127,1.0,-0.6918221546867992,0.0,0.0
0.1,0.0,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,0,4,0.5,-0.6921819867098238,0.5,-0.6887917291333281,0.5,-0.6921819867098238,0.0,0.0
0.1,0.0,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,1,4,0.75,-0.6927603848918005,0.25,-0.7800893251413841,0.75,-0.6927603848918005,0.0,0.0
0.1,0.0,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,2,4,0.5,-0.6928712779217644,0.5,-0.7219385688582272,0.5,-0.6928712779217644,0.0,0.0
0.1,0.0,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,3,4,0.75,-0.6917737093762071,1.0,-0.5360022652898561,0.75,-0.6917737093762071,0.0,0.0
0.1,0.0,0.75,R_3SrBXsc2uYrsSZz,inference_categories,dailydilemmas,4,4,1.0,-0.691789791299691,0.75,-0.6371135322224821,1.0,-0.691789791299691,0.0,0.0
0.1,0.0,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,0,4,0.75,-0.6911846470944386,0.25,-0.7297464501244166,0.75,-0.6911846470944386,0.0,0.0
0.1,0.0,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,1,4,0.75,-0.69164818192401,0.75,-0.5455426437309038,0.75,-0.69164818192401,0.0,0.0
0.1,0.0,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,2,4,1.0,-0.6907843678215682,1.0,-0.48115831944403104,1.0,-0.6907843678215682,0.0,0.0
0.1,0.0,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,3,4,0.75,-0.6922579415528716,0.75,-0.6121574274735111,0.75,-0.6922579415528716,0.0,0.0
0.1,0.0,0.75,R_7rNeEq8TvAxjqdL,inference_categories,dailydilemmas,4,4,0.75,-0.6916794143622071,0.75,-0.6256404850851937,0.75,-0.6916794143622071,0.0,0.0
0.1,0.0,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,0,4,0.5,-0.6935653153634046,0.25,-0.9811835108467548,0.5,-0.6935653153634046,0.0,0.0
0.1,0.0,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,1,4,0.75,-0.6922413992091314,0.0,-1.1300238604066206,0.75,-0.6922413992091314,0.0,0.0
0.1,0.0,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,2,4,0.5,-0.6929267303893999,1.0,-0.5296982986603388,0.5,-0.6929267303893999,0.0,0.0
0.1,0.0,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,3,4,1.0,-0.6920532080201354,0.5,-0.9149675377291333,1.0,-0.6920532080201354,0.0,0.0
0.1,0.0,0.75,R_7QAkOtO6FETwKSv,inference_categories,dailydilemmas,4,4,0.5,-0.692874388257928,0.25,-1.000756119003014,0.5,-0.692874388257928,0.0,0.0
0.1,0.0,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,0,4,0.5,-0.693771785100323,0.5,-0.7274118489056313,0.5,-0.693771785100323,0.0,0.0
0.1,0.0,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,1,4,1.0,-0.6920506137011905,1.0,-0.614695949419105,1.0,-0.6920506137011905,0.0,0.0
0.1,0.0,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,2,4,0.75,-0.692272194395104,0.75,-0.6527395980301482,0.75,-0.692272194395104,0.0,0.0
0.1,0.0,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,3,4,0.25,-0.6935722697383494,0.25,-0.7113687825922227,0.25,-0.6935722697383494,0.0,0.0
0.1,0.0,0.75,R_6gCrJV80LvD23XK,choice_only,dailydilemmas,4,4,0.5,-0.69288341392352,0.5,-0.6756300466348633,0.5,-0.69288341392352,0.0,0.0
0.1,0.0,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,0,4,0.5,-0.6919869228690966,0.5,-0.6564154165088506,0.5,-0.6919869228690966,0.0,0.0
0.1,0.0,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,1,4,0.75,-0.6927850648558612,1.0,-0.6693962334622495,0.75,-0.6927850648558612,0.0,0.0
0.1,0.0,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,2,4,0.5,-0.6932548429514276,0.5,-0.7110092643336857,0.5,-0.6932548429514276,0.0,0.0
0.1,0.0,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,3,4,0.75,-0.6925621208023383,1.0,-0.6616821499407008,0.75,-0.6925621208023383,0.0,0.0
0.1,0.0,0.75,R_7SrhV7HvgsG1fvA,choice_only,dailydilemmas,4,4,0.0,-0.694777709820397,0.0,-0.7716068910098043,0.0,-0.694777709820397,0.0,0.0
0.1,0.0,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,0,4,1.0,-0.6923263146045625,1.0,-0.6391058125299414,1.0,-0.6923263146045625,0.0,0.0
0.1,0.0,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,1,4,1.0,-0.691702529524409,0.75,-0.6390164404186038,1.0,-0.691702529524409,0.0,0.0
0.1,0.0,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,2,4,0.75,-0.6924378717203983,0.5,-0.6587561722992084,0.75,-0.6924378717203983,0.0,0.0
0.1,0.0,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,3,4,1.0,-0.6922143155928429,0.5,-0.6710469498669379,1.0,-0.6922143155928429,0.0,0.0
0.1,0.0,0.75,R_5aLcKnMSH0hrVLH,choice_only,dailydilemmas,4,4,0.5,-0.6935217086981267,0.5,-0.7324768900704575,0.5,-0.6935217086981267,0.0,0.0
0.1,0.0,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,0,5,0.4,-0.6933243109022651,0.4,-0.6984751549059223,0.4,-0.6933243109022651,0.0,0.0
0.1,0.0,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,1,5,0.4,-0.6935058840958112,0.4,-0.6846442090274186,0.4,-0.6935058840958112,0.0,0.0
0.1,0.0,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,2,5,0.4,-0.693025151606699,1.0,-0.6653192941178732,0.4,-0.693025151606699,0.0,0.0
0.1,0.0,0.75,R_6E6esO9YjIptSgZ,choice_only,dailydilemmas,3,5,0.4,-0.693228696324342,0.4,-0.6868215769997332,0.4,-0.693228696324342,0.0,0.0
0.1,0.0,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,0,4,0.0,-0.6941318405634145,0.5,-0.7031411044700644,0.0,-0.6941318405634145,0.0,0.0
0.1,0.0,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,1,4,0.75,-0.6930678237544948,0.5,-0.6877393503638184,0.75,-0.6930678237544948,0.0,0.0
0.1,0.0,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,2,4,0.25,-0.6935068931572397,0.25,-0.7280052381087843,0.25,-0.6935068931572397,0.0,0.0
0.1,0.0,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,3,4,0.25,-0.6936224990050501,0.25,-0.708038927962432,0.25,-0.6936224990050501,0.0,0.0
0.1,0.0,0.75,R_1MCxQvFXsgFj9AZ,choice_only,dailydilemmas,4,4,0.75,-0.6930774068097307,0.5,-0.6902109329695929,0.75,-0.6930774068097307,0.0,0.0
0.1,0.0,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,0,4,0.75,-0.691414093721901,0.75,-0.6254484925386479,0.75,-0.691414093721901,0.0,0.0
0.1,0.0,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,1,4,1.0,-0.6911231568843574,1.0,-0.6017972678013628,1.0,-0.6911231568843574,0.0,0.0
0.1,0.0,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,2,4,0.5,-0.6937110318112766,0.5,-0.7114402238547666,0.5,-0.6937110318112766,0.0,0.0
0.1,0.0,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,3,4,0.5,-0.6933484607438867,0.5,-0.6764689313491548,0.5,-0.6933484607438867,0.0,0.0
0.1,0.0,0.75,R_3JfmC4gRU1JpbNv,choice_only,dailydilemmas,4,4,1.0,-0.691460935575063,1.0,-0.6096255385952356,1.0,-0.691460935575063,0.0,0.0
0.1,0.0,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,0,4,0.5,-0.6933461948959684,0.5,-0.6953634139800089,0.5,-0.6933461948959684,0.0,0.0
0.1,0.0,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,1,4,0.5,-0.6933979723363053,0.5,-0.7112688058766488,0.5,-0.6933979723363053,0.0,0.0
0.1,0.0,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,2,4,0.5,-0.692723397096704,0.25,-0.6976560053201455,0.5,-0.692723397096704,0.0,0.0
0.1,0.0,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,3,4,0.75,-0.693106248193503,0.75,-0.6845484461931082,0.75,-0.693106248193503,0.0,0.0
0.1,0.0,0.75,R_7QGHM1iZnW1jfRx,choice_only,dailydilemmas,4,4,0.25,-0.6938567634717323,0.25,-0.7175088185076044,0.25,-0.6938567634717323,0.0,0.0
0.1,0.0,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,0,4,0.75,-0.6919508583886247,0.5,-0.6708304125297695,0.75,-0.6919508583886247,0.0,0.0
0.1,0.0,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,1,4,0.5,-0.6920848654673555,0.5,-0.6579491705130264,0.5,-0.6920848654673555,0.0,0.0
0.1,0.0,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,2,4,0.75,-0.6926821806338346,0.75,-0.6887039473428567,0.75,-0.6926821806338346,0.0,0.0
0.1,0.0,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,3,4,0.5,-0.6925047484490472,0.5,-0.6871462455569656,0.5,-0.6925047484490472,0.0,0.0
0.1,0.0,0.75,R_6rBDZvDRiktj92h,choice_only,dailydilemmas,4,4,0.5,-0.6936433799394314,0.5,-0.724979524048863,0.5,-0.6936433799394314,0.0,0.0
0.1,0.0,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,0,5,0.8,-0.6915098669160649,0.8,-0.6171783566937751,0.8,-0.6915098669160649,0.0,0.0
0.1,0.0,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,1,5,0.6,-0.690806185488559,0.6,-0.5967954305454329,0.6,-0.690806185488559,0.0,0.0
0.1,0.0,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,2,5,0.8,-0.6908536245536288,0.8,-0.5935205580909759,0.8,-0.6908536245536288,0.0,0.0
0.1,0.0,0.75,R_7DZXdu8GHiSZQbw,choice_only,dailydilemmas,3,5,0.8,-0.6915137653328134,0.8,-0.6328539179702627,0.8,-0.6915137653328134,0.0,0.0
0.1,0.0,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,0,4,0.75,-0.6925585495452946,0.5,-0.6808775780014217,0.75,-0.6925585495452946,0.0,0.0
0.1,0.0,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,1,4,0.5,-0.692981251064235,0.5,-0.6925019887946091,0.5,-0.692981251064235,0.0,0.0
0.1,0.0,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,2,4,0.25,-0.693020012554981,0.25,-0.7060118798070414,0.25,-0.693020012554981,0.0,0.0
0.1,0.0,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,3,4,1.0,-0.6923061806371242,0.75,-0.673591644612157,1.0,-0.6923061806371242,0.0,0.0
0.1,0.0,0.75,R_3wNdGb7QZmozWdV,inference_affirm,dailydilemmas,4,4,0.75,-0.6922461602262034,0.75,-0.667681136923931,0.75,-0.6922461602262034,0.0,0.0
0.1,0.0,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,0,5,1.0,-0.690222392201228,1.0,-0.5523534834937778,1.0,-0.690222392201228,0.0,0.0
0.1,0.0,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,1,5,0.8,-0.6912457920133276,1.0,-0.5925460387660372,0.8,-0.6912457920133276,0.0,0.0
0.1,0.0,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,2,5,0.6,-0.6923603456842805,0.4,-0.6645171508061228,0.6,-0.6923603456842805,0.0,0.0
0.1,0.0,0.75,R_54BDOExpKqNLP7U,choice_only,dailydilemmas,3,5,0.8,-0.6900271794005838,1.0,-0.5340063189324176,0.8,-0.6900271794005838,0.0,0.0
0.1,0.0,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,0,4,1.0,-0.6919280667454282,1.0,-0.6170634006493714,1.0,-0.6919280667454282,0.0,0.0
0.1,0.0,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,1,4,0.5,-0.6928210627175507,1.0,-0.6576156485635806,0.5,-0.6928210627175507,0.0,0.0
0.1,0.0,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,2,4,1.0,-0.6925045821357162,0.75,-0.6569549969769382,1.0,-0.6925045821357162,0.0,0.0
0.1,0.0,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,3,4,0.75,-0.6929586161800017,0.75,-0.6949500103424788,0.75,-0.6929586161800017,0.0,0.0
0.1,0.0,0.75,R_7FP7x1oOPEhKFnt,choice_only,dailydilemmas,4,4,0.75,-0.6921518574026817,0.5,-0.6524537306812883,0.75,-0.6921518574026817,0.0,0.0
0.1,0.0,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,0,4,0.75,-0.692169622767719,0.75,-0.6420379333754953,0.75,-0.692169622767719,0.0,0.0
0.1,0.0,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,1,4,0.5,-0.6921245155651763,0.5,-0.6504027642256346,0.5,-0.6921245155651763,0.0,0.0
0.1,0.0,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,2,4,0.25,-0.6934837659178836,0.5,-0.709284717580177,0.25,-0.6934837659178836,0.0,0.0
0.1,0.0,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,3,4,0.5,-0.6932357233524356,0.5,-0.6979945141797271,0.5,-0.6932357233524356,0.0,0.0
0.1,0.0,0.75,R_3RlcXTweCHzrYtz,choice_only,dailydilemmas,4,4,0.75,-0.6924225385240101,0.75,-0.637697080106771,0.75,-0.6924225385240101,0.0,0.0
0.1,0.0,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,0,4,0.5,-0.6926941351033684,0.5,-0.6668215590535128,0.5,-0.6926941351033684,0.0,0.0
0.1,0.0,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,1,4,0.25,-0.6940710556215365,0.25,-0.6794065140401875,0.25,-0.6940710556215365,0.0,0.0
0.1,0.0,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,2,4,0.25,-0.6938039134381895,0.25,-0.7469106982214706,0.25,-0.6938039134381895,0.0,0.0
0.1,0.0,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,3,4,0.75,-0.6920861844549647,0.75,-0.6268337805473843,0.75,-0.6920861844549647,0.0,0.0
0.1,0.0,0.75,R_64MjAxTXtmHjKMx,choice_only,dailydilemmas,4,4,1.0,-0.6918386995488164,1.0,-0.6075819441180428,1.0,-0.6918386995488164,0.0,0.0
0.1,0.0,0.75,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,0,4,1.0,-0.6924009679036246,0.75,-0.6647518442517149,1.0,-0.6924009679036246,0.0,0.0
0.1,0.0,0.75,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,1,4,1.0,-0.6914967585051052,0.75,-0.6341942350409417,1.0,-0.6914967585051052,0.0,0.0
0.1,0.0,0.75,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,2,4,0.5,-0.6916899171728221,0.5,-0.6486638302794688,0.5,-0.6916899171728221,0.0,0.0
0.1,0.0,0.75,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,3,4,0.5,-0.6925555829975424,0.5,-0.6667553567835515,0.5,-0.6925555829975424,0.0,0.0
0.1,0.0,0.75,R_5B7Sbr53fSq1D3z,inference_affirm,dailydilemmas,4,4,0.5,-0.6934639971088424,0.25,-0.7025036082848595,0.5,-0.6934639971088424,0.0,0.0
0.1,0.0,0.75,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,0,4,0.75,-0.6918140257887567,0.75,-0.6311205256688768,0.75,-0.6918140257887567,0.0,0.0
0.1,0.0,0.75,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,1,4,0.75,-0.6912834457678454,1.0,-0.624641446050312,0.75,-0.6912834457678454,0.0,0.0
0.1,0.0,0.75,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,2,4,1.0,-0.6919592595083794,1.0,-0.6402067348171002,1.0,-0.6919592595083794,0.0,0.0
0.1,0.0,0.75,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,3,4,0.5,-0.6923729489017025,0.5,-0.68104701776431,0.5,-0.6923729489017025,0.0,0.0
0.1,0.0,0.75,R_7fTeTaHgGhgcqkN,inference_affirm,dailydilemmas,4,4,0.75,-0.6914575245591041,0.75,-0.6461588568862383,0.75,-0.6914575245591041,0.0,0.0
0.1,0.0,0.75,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,0,4,0.75,-0.6916294137246326,0.75,-0.6262047018699104,0.75,-0.6916294137246326,0.0,0.0
0.1,0.0,0.75,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,1,4,0.5,-0.6922729032778986,0.5,-0.6610440374571014,0.5,-0.6922729032778986,0.0,0.0
0.1,0.0,0.75,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,2,4,1.0,-0.6913990748711327,1.0,-0.612989051215127,1.0,-0.6913990748711327,0.0,0.0
0.1,0.0,0.75,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,3,4,0.75,-0.6917636640252386,0.75,-0.6202065455280863,0.75,-0.6917636640252386,0.0,0.0
0.1,0.0,0.75,R_12tlw5u4cVbNiP1,inference_affirm,dailydilemmas,4,4,0.75,-0.6918227014195795,1.0,-0.63626827207297,0.75,-0.6918227014195795,0.0,0.0
0.1,0.0,1.0,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,0,4,0.75,-0.6923275991814979,0.75,-0.6690497697657384,0.75,-0.6923275991814979,0.0,0.0
0.1,0.0,1.0,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,1,4,0.5,-0.692107728588651,0.75,-0.6489300153036044,0.5,-0.692107728588651,0.0,0.0
0.1,0.0,1.0,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,2,4,0.5,-0.6930055898490717,0.5,-0.6805624892067358,0.5,-0.6930055898490717,0.0,0.0
0.1,0.0,1.0,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,3,4,0.75,-0.6921698893625947,1.0,-0.6326788751392974,0.75,-0.6921698893625947,0.0,0.0
0.1,0.0,1.0,R_5EfMjMbx1z8Kvhl,inference_categories,dailydilemmas,4,4,0.5,-0.6916124977152831,0.75,-0.6187023790884283,0.5,-0.6916124977152831,0.0,0.0
0.1,0.0,1.0,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,0,4,0.75,-0.6928161057074206,0.0,-0.8873959302147234,0.75,-0.6928161057074206,0.0,0.0
0.1,0.0,1.0,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,1,4,0.25,-0.6937101957354634,0.5,-0.692633710410623,0.25,-0.6937101957354634,0.0,0.0
0.1,0.0,1.0,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,2,4,0.75,-0.6924772749383264,0.25,-0.8012826616595237,0.75,-0.6924772749383264,0.0,0.0
0.1,0.0,1.0,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,3,4,0.75,-0.692553249130433,0.5,-0.7885611267682012,0.75,-0.692553249130433,0.0,0.0
0.1,0.0,1.0,R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,4,4,0.5,-0.6927715965415814,0.5,-0.6863041428724548,0.5,-0.6927715965415814,0.0,0.0
0.1,0.0,1.0,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,0,4,1.0,-0.6922145708976619,0.75,-0.6390091249790861,1.0,-0.6922145708976619,0.0,0.0
0.1,0.0,1.0,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,1,4,0.5,-0.6935194048429342,0.5,-0.7280246363316086,0.5,-0.6935194048429342,0.0,0.0
0.1,0.0,1.0,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,2,4,0.5,-0.6928434999593708,0.5,-0.6921004881710684,0.5,-0.6928434999593708,0.0,0.0
0.1,0.0,1.0,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,3,4,0.5,-0.6925147737062834,0.75,-0.6481098903634152,0.5,-0.6925147737062834,0.0,0.0
0.1,0.0,1.0,R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,4,4,0.75,-0.6922641213528324,0.75,-0.6406564114059378,0.75,-0.6922641213528324,0.0,0.0
0.1,0.0,1.0,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,0,4,0.75,-0.6928992813204569,0.5,-0.687004629435318,0.75,-0.6928992813204569,0.0,0.0
0.1,0.0,1.0,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,1,4,0.75,-0.692487035620315,0.75,-0.6330891547931781,0.75,-0.692487035620315,0.0,0.0
0.1,0.0,1.0,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,2,4,0.25,-0.6934830207785968,0.5,-0.7162331737507979,0.25,-0.6934830207785968,0.0,0.0
0.1,0.0,1.0,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,3,4,0.75,-0.6924371284265671,1.0,-0.6513830607368275,0.75,-0.6924371284265671,0.0,0.0
0.1,0.0,1.0,R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,4,4,0.75,-0.691991702915315,0.75,-0.6363097901397792,0.75,-0.691991702915315,0.0,0.0
0.1,0.0,1.0,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,0,4,0.5,-0.6932046971065635,0.75,-0.6941037004009337,0.5,-0.6932046971065635,0.0,0.0
0.1,0.0,1.0,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,1,4,0.75,-0.6933010362528886,0.0,-1.3791099590320943,0.75,-0.6933010362528886,0.0,0.0
0.1,0.0,1.0,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,2,4,0.5,-0.6925393726246563,1.0,-0.43009291471810557,0.5,-0.6925393726246563,0.0,0.0
0.1,0.0,1.0,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,3,4,0.25,-0.693672157233209,0.5,-0.9102598448710955,0.25,-0.693672157233209,0.0,0.0
0.1,0.0,1.0,R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,4,4,0.5,-0.6927479762012052,0.5,-0.8034255846845382,0.5,-0.6927479762012052,0.0,0.0
0.1,0.0,1.0,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,0,4,0.5,-0.6916147042699178,1.0,-0.23924654811636142,0.5,-0.6916147042699178,0.0,0.0
0.1,0.0,1.0,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,1,4,1.0,-0.6899870586634695,0.75,-0.6044681031292424,1.0,-0.6899870586634695,0.0,0.0
0.1,0.0,1.0,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,2,4,0.25,-0.6917238616310285,1.0,-0.4119800913402848,0.25,-0.6917238616310285,0.0,0.0
0.1,0.0,1.0,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,3,4,1.0,-0.6891156439819446,0.75,-0.5847276822531515,1.0,-0.6891156439819446,0.0,0.0
0.1,0.0,1.0,R_18H831wJaDlPwgg,inference_categories,dailydilemmas,4,4,0.75,-0.6902118746874193,1.0,-0.5142380642677858,0.75,-0.6902118746874193,0.0,0.0
0.1,0.0,1.0,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,0,4,0.75,-0.6923560192102111,0.75,-0.4784350047201691,0.75,-0.6923560192102111,0.0,0.0
0.1,0.0,1.0,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,1,4,0.5,-0.692708683905009,0.75,-0.6272162557331276,0.5,-0.692708683905009,0.0,0.0
0.1,0.0,1.0,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,2,4,0.5,-0.6938594465566419,0.5,-1.0527621284224367,0.5,-0.6938594465566419,0.0,0.0
0.1,0.0,1.0,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,3,4,0.25,-0.693157141606494,0.75,-0.5433205309956568,0.25,-0.693157141606494,0.0,0.0
0.1,0.0,1.0,R_12mMAseFwoOpgqC,inference_categories,dailydilemmas,4,4,0.75,-0.6923894076906529,0.75,-0.4336274746692678,0.75,-0.6923894076906529,0.0,0.0
0.1,0.0,1.0,R_7ojvA7NDI10RoKR,inference_categories,dailydilemmas,0,5,0.6,-0.6920068818772697,0.6,-0.6785402934386566,0.6,-0.6920068818772697,0.0,0.0
0.1,0.0,1.0,R_7ojvA7NDI10RoKR,inference_categories,dailydilemmas,1,5,0.8,-0.6917348847637751,0.8,-0.6483668176132216,0.8,-0.6917348847637751,0.0,0.0
0.1,0.0,1.0,R_7ojvA7NDI10RoKR,inference_categories,dailydilemmas,2,5,0.8,-0.6916545545853191,0.8,-0.5718543817402004,0.8,-0.6916545545853191,0.0,0.0
