condition,lambda,gamma,alpha,test_ll_std,test_ll_part,test_ll_blend,test_acc_std,test_acc_part,test_acc_blend,delta_ll,delta_acc,n_obs
choice_only,0.005,0.5,1.0,-0.6926096445676121,-0.6566135735271883,-0.6489858027982378,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.043623841769374276,-0.014516129032258069,62
choice_only,0.005,0.75,0.0,-0.6926096445676121,-0.6566135735271883,-0.6475596232074482,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.04505002136016397,-0.014516129032258069,62
choice_only,0.005,0.75,0.25,-0.6926096445676121,-0.6566135735271883,-0.6475596232074482,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.04505002136016397,-0.014516129032258069,62
choice_only,0.005,0.75,0.5,-0.6926096445676121,-0.6566135735271883,-0.6475596232074482,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.04505002136016397,-0.014516129032258069,62
choice_only,0.005,0.75,0.75,-0.6926096445676121,-0.6566135735271883,-0.6475596232074482,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.04505002136016397,-0.014516129032258069,62
choice_only,0.005,0.75,1.0,-0.6926096445676121,-0.6566135735271883,-0.6475596232074482,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.04505002136016397,-0.014516129032258069,62
choice_only,0.005,1.0,0.0,-0.6926096445676121,-0.6566135735271883,-0.6566135735271883,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.03599607104042383,-0.014516129032258069,62
choice_only,0.005,1.0,0.25,-0.6926096445676121,-0.6566135735271883,-0.6566135735271883,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.03599607104042383,-0.014516129032258069,62
choice_only,0.005,1.0,0.5,-0.6926096445676121,-0.6566135735271883,-0.6566135735271883,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.03599607104042383,-0.014516129032258069,62
choice_only,0.005,1.0,0.75,-0.6926096445676121,-0.6566135735271883,-0.6566135735271883,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.03599607104042383,-0.014516129032258069,62
choice_only,0.005,1.0,1.0,-0.6926096445676121,-0.6566135735271883,-0.6566135735271883,0.6177419354838709,0.6032258064516128,0.6032258064516128,0.03599607104042383,-0.014516129032258069,62
choice_only,0.01,0.0,0.0,-0.6926096445676121,-0.6426212821812662,-0.6926096445676121,0.6177419354838709,0.6225806451612903,0.6177419354838709,0.0,0.0,62
choice_only,0.01,0.0,0.25,-0.6926096445676121,-0.6426212821812662,-0.6926096445676121,0.6177419354838709,0.6225806451612903,0.6177419354838709,0.0,0.0,62
choice_only,0.01,0.0,0.5,-0.6926096445676121,-0.6426212821812662,-0.6926096445676121,0.6177419354838709,0.6225806451612903,0.6177419354838709,0.0,0.0,62
choice_only,0.01,0.0,0.75,-0.6926096445676121,-0.6426212821812662,-0.6926096445676121,0.6177419354838709,0.6225806451612903,0.6177419354838709,0.0,0.0,62
choice_only,0.01,0.0,1.0,-0.6926096445676121,-0.6426212821812662,-0.6926096445676121,0.6177419354838709,0.6225806451612903,0.6177419354838709,0.0,0.0,62
choice_only,0.01,0.25,0.0,-0.6926096445676121,-0.6426212821812662,-0.6679039264631613,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.024705718104450797,0.004838709677419352,62
choice_only,0.01,0.25,0.25,-0.6926096445676121,-0.6426212821812662,-0.6679039264631613,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.024705718104450797,0.004838709677419352,62
choice_only,0.01,0.25,0.5,-0.6926096445676121,-0.6426212821812662,-0.6679039264631613,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.024705718104450797,0.004838709677419352,62
choice_only,0.01,0.25,0.75,-0.6926096445676121,-0.6426212821812662,-0.6679039264631613,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.024705718104450797,0.004838709677419352,62
choice_only,0.01,0.25,1.0,-0.6926096445676121,-0.6426212821812662,-0.6679039264631613,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.024705718104450797,0.004838709677419352,62
