persona_id,condition,trial,accuracy,log_likelihood
1,standard,44,0.78,-0.5835340120908362
1,projected,44,0.82,-0.3301285753230308
1,slider,44,0.82,-0.47765348451873
1,partial,44,0.82,-0.4137706479025698
1,standard,45,0.78,-0.5904687209219576
1,projected,45,0.88,-0.3339940514979316
1,slider,45,0.82,-0.4964476767676327
1,partial,45,0.82,-0.4147983693418704
1,standard,46,0.78,-0.5324864137905809
1,projected,46,0.88,-0.3341509540870695
1,slider,46,0.82,-0.4971611411798402
1,partial,46,0.84,-0.38775820980719944
1,standard,47,0.78,-0.5328475855152788
1,projected,47,0.88,-0.3314202362189898
1,slider,47,0.82,-0.5054246451473895
1,partial,47,0.84,-0.3907461747627259
1,standard,48,0.78,-0.532998603242892
1,projected,48,0.88,-0.3355147813656385
1,slider,48,0.82,-0.49790007256579855
1,partial,48,0.84,-0.3905596206090358
1,standard,49,0.82,-0.48587509832817444
1,projected,49,0.86,-0.31853524490928065
1,slider,49,0.8,-0.5049858840907002
1,partial,49,0.86,-0.3749358980787986
1,standard,50,0.84,-0.484015693919429
1,projected,50,0.86,-0.3026522183088145
1,slider,50,0.74,-0.4566085307390274
1,partial,50,0.86,-0.3703443288855334
2,standard,0,0.54,-0.6931471803599452
2,projected,0,0.54,-0.6931471803599452
2,slider,0,0.54,-0.6931471803599452
2,partial,0,0.54,-0.6931471803599452
2,standard,1,0.38,-0.8336128469467192
2,projected,1,0.46,-0.7762593515729554
2,slider,1,0.52,-0.7440885720360265
2,partial,1,0.44,-0.7775068067598998
2,standard,2,0.6,-0.7570600640676894
2,projected,2,0.58,-0.694157860734335
2,slider,2,0.26,-0.9394585955115901
2,partial,2,0.4,-0.8176906722593009
2,standard,3,0.72,-0.6875945153026075
2,projected,3,0.6,-0.6584213024151719
2,slider,3,0.34,-0.8667962765193599
2,partial,3,0.6,-0.7100904661695653
2,standard,4,0.72,-0.6626195331592608
2,projected,4,0.64,-0.6307381016276083
2,slider,4,0.44,-0.7995427203633632
2,partial,4,0.66,-0.6593015888323618
2,standard,5,0.68,-0.7025204520348578
2,projected,5,0.62,-0.6497397917217183
2,slider,5,0.4,-0.7942317954861585
2,partial,5,0.64,-0.6224243981829095
2,standard,6,0.68,-0.6934105457521257
2,projected,6,0.58,-0.6388856946353211
2,slider,6,0.54,-0.6852950642212857
2,partial,6,0.7,-0.5859190403563004
2,standard,7,0.7,-0.7029250728472972
2,projected,7,0.58,-0.7293265102632032
2,slider,7,0.54,-0.777425600172743
2,partial,7,0.72,-0.5956367222940593
2,standard,8,0.68,-0.720391613281101
2,projected,8,0.5,-0.7686607904385321
2,slider,8,0.58,-0.8521797682071524
2,partial,8,0.74,-0.6188195228218664
2,standard,9,0.7,-0.7293576805644993
2,projected,9,0.52,-0.7557652477265671
2,slider,9,0.36,-0.971726334271091
2,partial,9,0.72,-0.6312393630835141
2,standard,10,0.72,-0.7079474874555406
2,projected,10,0.6,-0.6737562709890399
2,slider,10,0.38,-0.9644542958108531
2,partial,10,0.68,-0.6379994919853802
2,standard,11,0.72,-0.6863123738427228
2,projected,11,0.64,-0.6288633425103604
2,slider,11,0.38,-1.008220401710396
2,partial,11,0.66,-0.6203139072853441
2,standard,12,0.7,-0.7740400783654421
2,projected,12,0.6,-0.6972672997577152
2,slider,12,0.5,-1.0035487774832517
2,partial,12,0.68,-0.6526575682119976
2,standard,13,0.74,-0.7721220965734759
2,projected,13,0.62,-0.6957144513625496
2,slider,13,0.52,-1.0038719122289443
2,partial,13,0.66,-0.6503968666982981
2,standard,14,0.74,-0.771172917917318
2,projected,14,0.6,-0.6731760004315634
