lambda,scale,alpha,user_id,condition,fit,test_acc,test_ll,spearman,topn_sign,combined,rating_partial_vs_standard
0.1,0.5,0.0,5,choice_only,standard,0.64,-0.6927744365295233,0.2641156132632228,0.5,0.1320578066316114,0.5150461617600786
0.1,0.5,0.0,5,choice_only,projected,0.67,-0.6736046200101216,0.2881967427078107,0.5,0.14409837135390535,0.5150461617600786
0.1,0.5,0.0,5,choice_only,partial,0.67,-0.6736046200101216,0.2881967427078107,0.5,0.14409837135390535,0.5150461617600786
0.1,0.5,0.0,5,inference_affirm,standard,0.61,-0.6928379038429024,0.4155936855759534,0.4,0.10779684278797672,0.6283737167353046
0.1,0.5,0.0,5,inference_affirm,projected,0.58,-0.6873064764289358,0.42569222373013554,0.5,0.21284611186506777,0.6283737167353046
0.1,0.5,0.0,5,inference_affirm,partial,0.58,-0.6873064764289358,0.42569222373013554,0.5,0.21284611186506777,0.6283737167353046
0.1,0.5,0.0,5,inference_categories,standard,0.73,-0.6920075013400566,0.2540170751090407,0.6,0.22700853755452033,0.6333484116858126
0.1,0.5,0.0,5,inference_categories,projected,0.79,-0.6403460720789859,0.27266053016291525,0.7,0.3363302650814576,0.6333484116858126
0.1,0.5,0.0,5,inference_categories,partial,0.79,-0.6403460720789859,0.27266053016291525,0.7,0.3363302650814576,0.6333484116858126
0.1,0.5,0.0,6,choice_only,standard,0.61,-0.692747942988328,0.24670930665339294,0.6,0.22335465332669646,0.3626377405041158
0.1,0.5,0.0,6,choice_only,projected,0.78,-0.6757725459182516,0.22113578096371195,0.5,0.11056789048185597,0.3626377405041158
0.1,0.5,0.0,6,choice_only,partial,0.78,-0.6757725459182516,0.22113578096371195,0.5,0.11056789048185597,0.3626377405041158
0.1,0.5,0.0,6,inference_affirm,standard,0.66,-0.6928735358290433,0.006769462682562611,0.7,0.20338473134128127,0.5112805232876653
0.1,0.5,0.0,6,inference_affirm,projected,0.67,-0.6770066480129122,0.02482136316939624,0.7,0.21241068158469809,0.5112805232876653
0.1,0.5,0.0,6,inference_affirm,partial,0.67,-0.6770066480129122,0.02482136316939624,0.7,0.21241068158469809,0.5112805232876653
0.1,0.5,0.0,6,inference_categories,standard,0.68,-0.6924098088342664,0.11357654056299492,0.6,0.15678827028149744,0.4253460383940492
0.1,0.5,0.0,6,inference_categories,projected,0.69,-0.6613002337638564,-0.006769462682562611,0.6,0.09661526865871867,0.4253460383940492
0.1,0.5,0.0,6,inference_categories,partial,0.69,-0.6613002337638564,-0.006769462682562611,0.6,0.09661526865871867,0.4253460383940492
0.1,0.5,0.0,7,choice_only,standard,0.66,-0.6927272269106486,0.10755175492958084,0.3,-0.14622412253520958,0.4980794423931784
0.1,0.5,0.0,7,choice_only,projected,0.77,-0.6573855636371018,0.10447884764587853,0.3,-0.14776057617706073,0.4980794423931784
