participant_id,qualtrics_response_id,condition,domain,n_trials,loo_random,loo_proj_only,loo_proj_alpha,h1_augmented,h1_baseline,h2_signed_likert,h3_aug_minus_base
R_31Qn4mPCLeajr4B,R_31Qn4mPCLeajr4B,inference_affirm,movies_100,20,0.7,0.85,0.85,0.85,0.85,1.0,0.0
R_5fNSPpfbJlcXl6d,R_5fNSPpfbJlcXl6d,choice_only,movies_100,20,0.5,0.5,,0.5,0.5,1.0,1.0
R_3dg068mL64Zi4K1,R_3dg068mL64Zi4K1,choice_only,movies_100,20,0.5,0.6,,0.6,0.5,-2.0,4.0
R_7Et7x70CHF5rFKl,R_7Et7x70CHF5rFKl,inference_affirm,movies_100,20,0.7,0.65,0.75,0.75,0.65,2.0,-3.0
R_6TVClc03nkpZnwd,R_6TVClc03nkpZnwd,choice_only,movies_100,20,0.25,0.55,,0.55,0.25,-2.0,3.0
R_5B3RY5TzQzraBah,R_5B3RY5TzQzraBah,choice_only,movies_100,20,0.55,0.6,,0.6,0.55,2.0,5.0
R_3wFjaM2pISrNwEn,R_3wFjaM2pISrNwEn,inference_categories,movies_100,20,0.6,0.6,0.7,0.7,0.6,-3.0,0.0
R_1CjVZhGhzRlGVC4,R_1CjVZhGhzRlGVC4,inference_affirm,movies_100,20,0.25,0.75,0.8,0.8,0.75,1.0,5.0
R_72IMDeTq2XcX25z,R_72IMDeTq2XcX25z,inference_affirm,movies_100,20,0.55,0.75,0.75,0.75,0.75,2.0,2.0
R_1J58q3lNFrbe88R,R_1J58q3lNFrbe88R,inference_categories,movies_100,20,0.4,0.55,0.7,0.7,0.55,3.0,2.0
R_7yE9EpygZ2EwqYx,R_7yE9EpygZ2EwqYx,choice_only,movies_100,20,0.2,0.35,,0.35,0.2,3.0,2.0
R_7TNmzpQkgy245k7,R_7TNmzpQkgy245k7,inference_affirm,movies_100,20,0.75,0.85,0.85,0.85,0.85,2.0,2.0
R_7JslqsGFOwWag4Q,R_7JslqsGFOwWag4Q,inference_categories,movies_100,20,0.6,0.85,0.8,0.8,0.85,2.0,5.0
R_34obuTUxZGhnz9G,R_34obuTUxZGhnz9G,inference_categories,movies_100,20,0.45,0.7,0.8,0.8,0.7,2.0,0.0
R_7lsK79592c8teNX,R_7lsK79592c8teNX,choice_only,movies_100,20,0.7,0.55,,0.55,0.7,-2.0,0.0
R_1LOSuT343KPALFX,R_1LOSuT343KPALFX,inference_affirm,movies_100,20,0.55,0.65,0.65,0.65,0.65,3.0,0.0
R_5WbFSGuM6nH5Lnr,R_5WbFSGuM6nH5Lnr,choice_only,movies_100,20,0.65,0.8,,0.8,0.65,1.0,4.0
R_10SZYpPaQrSAoQ5,R_10SZYpPaQrSAoQ5,choice_only,movies_100,20,0.55,0.65,,0.65,0.55,-2.0,2.0
R_1SmrORQox0wodIR,R_1SmrORQox0wodIR,choice_only,movies_100,20,0.45,0.5,,0.5,0.45,1.0,-1.0
R_5sbhRDL8ycyNilV,R_5sbhRDL8ycyNilV,inference_categories,movies_100,20,0.45,0.7,0.85,0.85,0.7,2.0,2.0
R_5ejVs4tDctGcXiF,R_5ejVs4tDctGcXiF,choice_only,movies_100,20,0.6,0.85,,0.85,0.6,2.0,4.0
R_7IW9CUSLZZsaByN,R_7IW9CUSLZZsaByN,inference_affirm,movies_100,20,0.65,0.7,0.7,0.7,0.7,-1.0,-1.0
R_395jpifw80VMrkZ,R_395jpifw80VMrkZ,inference_categories,movies_100,20,0.6,0.35,0.4,0.4,0.35,-1.0,-2.0
R_7iVdf9kPNyM9lTM,R_7iVdf9kPNyM9lTM,inference_affirm,movies_100,20,0.15,0.65,0.75,0.75,0.65,-2.0,1.0
R_6rHaldReGEZ9E3L,R_6rHaldReGEZ9E3L,choice_only,movies_100,20,0.7,0.35,,0.35,0.7,2.0,2.0
R_6nNuLoL4310LzCd,R_6nNuLoL4310LzCd,inference_affirm,movies_100,20,0.45,0.3,0.3,0.3,0.3,2.0,0.0
R_3h7Bt4mhHago2hH,R_3h7Bt4mhHago2hH,inference_categories,movies_100,20,0.55,0.4,0.6,0.6,0.4,2.0,4.0
R_7QLHj6YNbjwFoKj,R_7QLHj6YNbjwFoKj,inference_categories,movies_100,20,0.55,0.8,0.75,0.75,0.8,3.0,-2.0
R_594f0CmDSmBfnCA,R_594f0CmDSmBfnCA,inference_categories,movies_100,20,0.6,0.55,0.65,0.65,0.55,2.0,1.0
R_50OZ07QPnFc3NRf,R_50OZ07QPnFc3NRf,inference_affirm,movies_100,20,0.55,0.65,0.65,0.65,0.65,-2.0,-5.0
R_6rl4jrHj1ygbJQt,R_6rl4jrHj1ygbJQt,choice_only,movies_100,20,0.35,0.6,,0.6,0.35,2.0,5.0
R_7ESZhnq0CfHqZSj,R_7ESZhnq0CfHqZSj,choice_only,movies_100,20,0.7,0.55,,0.55,0.7,-1.0,0.0
R_6QROd9Ek6ImKdhv,R_6QROd9Ek6ImKdhv,choice_only,movies_100,20,0.55,0.8,,0.8,0.55,-2.0,5.0
R_3iajr181XbRYiI0,R_3iajr181XbRYiI0,choice_only,movies_100,20,0.45,0.6,,0.6,0.45,-2.0,3.0
R_1rDfXNRRwYcEcaQ,R_1rDfXNRRwYcEcaQ,choice_only,movies_100,20,0.7,0.7,,0.7,0.7,-1.0,4.0
R_7cuxhmb0SIUU0CP,R_7cuxhmb0SIUU0CP,choice_only,movies_100,20,0.55,0.6,,0.6,0.55,-2.0,0.0
R_3zZ37v1wpfciUNY,R_3zZ37v1wpfciUNY,choice_only,movies_100,20,0.65,0.7,,0.7,0.65,1.0,2.0
R_53cYULhYtpawtx6,R_53cYULhYtpawtx6,choice_only,movies_100,20,0.4,0.4,,0.4,0.4,2.0,1.0
R_1OpGcmrq5Jwxxje,R_1OpGcmrq5Jwxxje,choice_only,movies_100,20,0.45,0.8,,0.8,0.45,3.0,4.0
R_3QheA5B37iM04MA,R_3QheA5B37iM04MA,choice_only,movies_100,20,0.5,0.5,,0.5,0.5,-3.0,0.0
R_7qxDs2OQRS26WuM,R_7qxDs2OQRS26WuM,choice_only,movies_100,20,0.45,0.5,,0.5,0.45,-2.0,1.0
R_1zxI3wizrSuLfH3,R_1zxI3wizrSuLfH3,inference_affirm,movies_100,20,0.6,0.35,0.3,0.3,0.35,-1.0,0.0
R_53gwlQgZSbP9W6O,R_53gwlQgZSbP9W6O,inference_affirm,movies_100,20,0.65,0.6,0.55,0.55,0.6,1.0,4.0
R_7WBAENbPJirNFze,R_7WBAENbPJirNFze,choice_only,movies_100,20,0.7,0.55,,0.55,0.7,2.0,-2.0
R_61bFthx2hzzinyn,R_61bFthx2hzzinyn,choice_only,movies_100,20,0.3,0.85,,0.85,0.3,-1.0,5.0
R_3CK6eli3GEmyfzg,R_3CK6eli3GEmyfzg,choice_only,movies_100,20,0.65,0.8,,0.8,0.65,2.0,0.0
R_7M6ug8I0sJRB8tm,R_7M6ug8I0sJRB8tm,choice_only,movies_100,20,0.55,0.5,,0.5,0.55,-2.0,1.0
R_60YEVHMH6MTVSd5,R_60YEVHMH6MTVSd5,choice_only,movies_100,20,0.65,0.65,,0.65,0.65,2.0,4.0
R_3YJMQG14M2r1b3Q,R_3YJMQG14M2r1b3Q,inference_categories,movies_100,20,0.7,0.8,0.8,0.8,0.8,2.0,3.0
R_3axURDOiiK0vpCG,R_3axURDOiiK0vpCG,choice_only,movies_100,20,0.6,0.8,,0.8,0.6,-1.0,1.0
R_3zIRzEKmX7rGDQt,R_3zIRzEKmX7rGDQt,choice_only,movies_100,20,0.5,0.6,,0.6,0.5,3.0,4.0
R_3S7xZK3Mn0BsSB8,R_3S7xZK3Mn0BsSB8,choice_only,movies_100,20,0.55,0.7,,0.7,0.55,-1.0,5.0
R_6cBC8QinjQwzi51,R_6cBC8QinjQwzi51,choice_only,movies_100,20,0.55,0.65,,0.65,0.55,2.0,0.0
R_1CjKHpbJxKKEAXn,R_1CjKHpbJxKKEAXn,choice_only,movies_100,20,0.65,0.5,,0.5,0.65,-2.0,1.0
R_3qvwV5uBOpWppwp,R_3qvwV5uBOpWppwp,choice_only,movies_100,20,0.4,0.55,,0.55,0.4,-1.0,4.0
R_1GMog3ndFG2GgBb,R_1GMog3ndFG2GgBb,choice_only,movies_100,20,0.4,0.6,,0.6,0.4,-2.0,0.0
R_7jFJ05zsZtzalvX,R_7jFJ05zsZtzalvX,choice_only,movies_100,20,0.4,0.55,,0.55,0.4,3.0,1.0
R_6DRIfTvwChnaho7,R_6DRIfTvwChnaho7,inference_categories,movies_100,20,0.55,0.65,0.5,0.5,0.65,-1.0,3.0
R_37TfijBNfjMakjF,R_37TfijBNfjMakjF,inference_categories,movies_100,20,0.55,0.55,0.6,0.6,0.55,-1.0,-4.0
R_310tNOe8Xt6kJ86,R_310tNOe8Xt6kJ86,inference_affirm,movies_100,20,0.8,0.8,0.85,0.85,0.8,2.0,2.0
R_5oyAxJba2J0ZBXf,R_5oyAxJba2J0ZBXf,inference_affirm,movies_100,20,0.5,0.45,0.4,0.4,0.45,3.0,5.0
R_10w0fKqOuNdFT9J,R_10w0fKqOuNdFT9J,inference_categories,movies_100,20,0.7,0.55,0.6,0.6,0.55,2.0,-4.0
R_7C5Doq0sHlJuG3L,R_7C5Doq0sHlJuG3L,inference_affirm,movies_100,20,0.5,0.7,0.7,0.7,0.7,2.0,3.0
R_6mYaLtaqprQeSxb,R_6mYaLtaqprQeSxb,inference_categories,movies_100,20,0.8,0.65,0.65,0.65,0.65,2.0,1.0
R_7h5x8VR30wHaxlg,R_7h5x8VR30wHaxlg,choice_only,movies_100,20,0.2,0.4,,0.4,0.2,-2.0,0.0
R_7lSTycKKbdFLbWx,R_7lSTycKKbdFLbWx,inference_affirm,movies_100,20,0.65,0.75,0.85,0.85,0.75,-1.0,0.0
R_5CSDpdZ1tGI7wRP,R_5CSDpdZ1tGI7wRP,inference_categories,movies_100,20,0.35,0.5,0.55,0.55,0.5,1.0,1.0
R_3kRKzwwq3eUs5aE,R_3kRKzwwq3eUs5aE,inference_categories,movies_100,20,0.5,0.75,0.75,0.75,0.75,3.0,0.0
R_3qvTw1XOZmC0wjs,R_3qvTw1XOZmC0wjs,choice_only,movies_100,20,0.6,0.5,,0.5,0.6,-3.0,2.0
R_1y3VvJKX7Wh9k1X,R_1y3VvJKX7Wh9k1X,choice_only,movies_100,20,0.6,0.9,,0.9,0.6,1.0,5.0
R_1gAt2wywhqXqZBQ,R_1gAt2wywhqXqZBQ,choice_only,movies_100,20,0.5,0.4,,0.4,0.5,2.0,5.0
R_5xrWI70SnS5LwKl,R_5xrWI70SnS5LwKl,inference_affirm,movies_100,20,0.35,0.65,0.65,0.65,0.65,-2.0,0.0
R_32Ii0HPJFZQmzXb,R_32Ii0HPJFZQmzXb,inference_affirm,movies_100,20,0.75,0.6,0.55,0.55,0.6,1.0,0.0
R_7DGSqvgvLEBv8Wx,R_7DGSqvgvLEBv8Wx,choice_only,movies_100,20,0.45,0.4,,0.4,0.45,1.0,0.0
R_7eIEHqz03uNTrEt,R_7eIEHqz03uNTrEt,inference_affirm,movies_100,20,0.65,0.7,0.65,0.65,0.7,2.0,-2.0
R_7BRRFMOXIBO3wM6,R_7BRRFMOXIBO3wM6,inference_affirm,movies_100,20,0.6,0.7,0.85,0.85,0.7,-2.0,1.0
R_3E5s4UCo5w2KfMh,R_3E5s4UCo5w2KfMh,inference_categories,movies_100,20,0.55,0.7,0.7,0.7,0.7,2.0,0.0
R_6ffPgN3fAYvVf3q,R_6ffPgN3fAYvVf3q,choice_only,movies_100,20,0.75,0.5,,0.5,0.75,-1.0,4.0
R_1e3S8z4l19XCUDN,R_1e3S8z4l19XCUDN,choice_only,movies_100,20,0.6,0.55,,0.55,0.6,1.0,4.0
R_65YqfjfobYl1xE8,R_65YqfjfobYl1xE8,choice_only,movies_100,20,0.5,0.8,,0.8,0.5,2.0,4.0
R_5NaxXIU0I22h8NX,R_5NaxXIU0I22h8NX,inference_affirm,movies_100,20,0.3,0.65,0.65,0.65,0.65,2.0,2.0
R_7oGVmHdI1tLUQMg,R_7oGVmHdI1tLUQMg,choice_only,movies_100,20,0.75,0.5,,0.5,0.75,-2.0,2.0
R_5q3LUNwe9bhCJoJ,R_5q3LUNwe9bhCJoJ,choice_only,movies_100,20,0.5,0.4,,0.4,0.5,1.0,0.0
R_3BsvTrobObiNxZW,R_3BsvTrobObiNxZW,choice_only,movies_100,20,0.45,0.6,,0.6,0.45,2.0,4.0
R_6h1SCAfN2WyP40V,R_6h1SCAfN2WyP40V,inference_categories,movies_100,20,0.8,0.6,0.7,0.7,0.6,1.0,1.0
R_7zAODVSB0Tzx0do,R_7zAODVSB0Tzx0do,choice_only,movies_100,20,0.65,0.65,,0.65,0.65,2.0,4.0
R_7EaiszazwVM25C3,R_7EaiszazwVM25C3,choice_only,movies_100,20,0.65,0.6,,0.6,0.65,-1.0,1.0
R_5JyaL4oubqVTxId,R_5JyaL4oubqVTxId,inference_affirm,movies_100,20,0.65,0.7,0.65,0.65,0.7,2.0,5.0
R_6Kw1x4TH7UaRZUV,R_6Kw1x4TH7UaRZUV,inference_categories,movies_100,20,0.6,0.4,0.45,0.45,0.4,1.0,-5.0
R_5AqVa9yTQPc0QAF,R_5AqVa9yTQPc0QAF,inference_categories,movies_100,20,0.25,0.6,0.6,0.6,0.6,1.0,-2.0
R_6f8mzhwgOfD7OsF,R_6f8mzhwgOfD7OsF,inference_affirm,movies_100,20,0.65,0.65,0.7,0.7,0.65,2.0,1.0
R_11jtTJ7dc2xvsuz,R_11jtTJ7dc2xvsuz,choice_only,movies_100,20,0.6,0.6,,0.6,0.6,-1.0,5.0
R_5CDBUm0My04wj9m,R_5CDBUm0My04wj9m,inference_affirm,movies_100,20,0.55,0.4,0.4,0.4,0.4,3.0,-3.0
R_5Qzhd3T9zPqEuK1,R_5Qzhd3T9zPqEuK1,inference_affirm,movies_100,20,0.3,0.55,0.55,0.55,0.55,3.0,2.0
R_3LGtGzPMTWZYUcF,R_3LGtGzPMTWZYUcF,choice_only,movies_100,20,0.5,0.75,,0.75,0.5,2.0,1.0
R_6UgRJgSluBLPPXf,R_6UgRJgSluBLPPXf,choice_only,movies_100,20,0.45,0.5,,0.5,0.45,-1.0,-5.0
R_7d5y2FFinryW3V7,R_7d5y2FFinryW3V7,inference_categories,movies_100,20,0.8,0.4,0.55,0.55,0.4,1.0,-2.0
R_7nAicJLzX2w9TBW,R_7nAicJLzX2w9TBW,choice_only,movies_100,20,0.6,0.55,,0.55,0.6,-1.0,3.0
R_7UbIyf9FKI2rgCJ,R_7UbIyf9FKI2rgCJ,inference_categories,movies_100,20,0.8,0.8,0.8,0.8,0.8,2.0,0.0
R_61ElrRBjEIPDZrs,R_61ElrRBjEIPDZrs,choice_only,movies_100,20,0.2,0.7,,0.7,0.2,-2.0,2.0
R_6q57h8ZTWHEZEIh,R_6q57h8ZTWHEZEIh,choice_only,movies_100,20,0.6,0.5,,0.5,0.6,2.0,4.0
R_1QuiCx4jTyJ9mfx,R_1QuiCx4jTyJ9mfx,inference_affirm,movies_100,20,0.6,0.75,0.8,0.8,0.75,1.0,-1.0
R_3EDYFWRiZqgkUa7,R_3EDYFWRiZqgkUa7,inference_affirm,movies_100,20,0.65,0.35,0.45,0.45,0.35,2.0,-2.0
R_7FuirCtYdn2Tnmp,R_7FuirCtYdn2Tnmp,inference_affirm,movies_100,20,0.3,0.9,0.8,0.8,0.9,-1.0,5.0
R_3sVYuww6hiNaPx7,R_3sVYuww6hiNaPx7,choice_only,movies_100,20,0.55,0.6,,0.6,0.55,1.0,5.0
R_3I2CMc7FKh08Fq1,R_3I2CMc7FKh08Fq1,inference_affirm,movies_100,20,0.75,0.75,0.75,0.75,0.75,1.0,5.0
R_7f3jl3wVngbNX0Z,R_7f3jl3wVngbNX0Z,inference_categories,movies_100,20,0.6,0.45,0.65,0.65,0.45,1.0,4.0
R_6KINHdiSyYepi93,R_6KINHdiSyYepi93,inference_categories,movies_100,20,0.55,0.5,0.65,0.65,0.5,3.0,0.0
R_1R561XqGtg3DeYD,R_1R561XqGtg3DeYD,inference_affirm,movies_100,20,0.75,0.55,0.6,0.6,0.55,-3.0,3.0
R_6FRseFIBEEHmH23,R_6FRseFIBEEHmH23,choice_only,movies_100,20,0.6,0.55,,0.55,0.6,2.0,2.0
R_14Cq87cZSHlQ6Lj,R_14Cq87cZSHlQ6Lj,inference_categories,movies_100,20,0.65,0.55,0.75,0.75,0.55,2.0,-5.0
R_1O1AMm2BZv4acxx,R_1O1AMm2BZv4acxx,choice_only,movies_100,20,0.6,0.65,,0.65,0.6,2.0,3.0
R_7INkAwBAh5O6V7q,R_7INkAwBAh5O6V7q,inference_affirm,movies_100,20,0.75,0.8,0.8,0.8,0.8,-2.0,-4.0
R_3ELLzGhYmj3sxzR,R_3ELLzGhYmj3sxzR,choice_only,movies_100,20,0.65,0.7,,0.7,0.65,1.0,5.0
R_7YFUTSatZr1WYOg,R_7YFUTSatZr1WYOg,inference_affirm,movies_100,20,0.4,0.7,0.75,0.75,0.7,1.0,0.0
R_13lgZ0kAeUiNqc1,R_13lgZ0kAeUiNqc1,inference_affirm,movies_100,20,0.6,0.45,0.45,0.45,0.45,3.0,3.0
R_6ELn8Zelv4jYwyh,R_6ELn8Zelv4jYwyh,inference_affirm,movies_100,20,0.75,0.9,0.9,0.9,0.9,3.0,0.0
R_6pF1ZAkeaqmWHxo,R_6pF1ZAkeaqmWHxo,choice_only,movies_100,20,0.65,0.6,,0.6,0.65,-2.0,1.0
R_6pce9EwgJcix7yo,R_6pce9EwgJcix7yo,inference_categories,movies_100,20,0.5,0.35,0.45,0.45,0.35,3.0,1.0
R_6SK4Mj6MqDlVVTP,R_6SK4Mj6MqDlVVTP,inference_categories,movies_100,20,0.65,0.8,0.75,0.75,0.8,-1.0,-1.0
R_5K1aRMO58fhDFD3,R_5K1aRMO58fhDFD3,choice_only,movies_100,20,0.5,0.7,,0.7,0.5,-1.0,3.0
R_5t3Cnh3wXIYTC3y,R_5t3Cnh3wXIYTC3y,inference_categories,movies_100,20,0.45,0.3,0.5,0.5,0.3,-2.0,2.0
R_3s5QzQHqXtM9J4e,R_3s5QzQHqXtM9J4e,inference_affirm,movies_100,20,0.6,0.45,0.55,0.55,0.45,-2.0,3.0
R_7DnALmhHawEfl5h,R_7DnALmhHawEfl5h,choice_only,movies_100,20,0.5,0.7,,0.7,0.5,1.0,5.0
R_6GjqFSl6nUZ0f3B,R_6GjqFSl6nUZ0f3B,inference_affirm,movies_100,20,0.65,0.65,0.7,0.7,0.65,2.0,5.0
R_6zCFMd6UfNw1oWr,R_6zCFMd6UfNw1oWr,choice_only,movies_100,20,0.65,0.75,,0.75,0.65,1.0,-3.0
R_5kiFuOu5RoPVkyo,R_5kiFuOu5RoPVkyo,inference_categories,movies_100,20,0.65,0.45,0.55,0.55,0.45,1.0,0.0
R_61pch2EDJxTd39s,R_61pch2EDJxTd39s,choice_only,movies_100,20,0.45,0.8,,0.8,0.45,2.0,5.0
R_18zCsAIyNW3si2Q,R_18zCsAIyNW3si2Q,inference_categories,movies_100,20,0.6,0.75,0.75,0.75,0.75,1.0,1.0
R_32tx1uSnB2ElaEF,R_32tx1uSnB2ElaEF,inference_categories,movies_100,20,0.4,0.6,0.6,0.6,0.6,2.0,-4.0
R_7OYBXjx3ja11Sf8,R_7OYBXjx3ja11Sf8,inference_categories,movies_100,20,0.55,0.7,0.65,0.65,0.7,-3.0,1.0
R_68zA39zma65RqnL,R_68zA39zma65RqnL,inference_affirm,movies_100,20,0.65,0.85,0.85,0.85,0.85,2.0,1.0
R_3m7VkKlLIn5Opmn,R_3m7VkKlLIn5Opmn,choice_only,movies_100,20,0.65,0.75,,0.75,0.65,2.0,5.0
R_1HMj3iKcXI5hqJX,R_1HMj3iKcXI5hqJX,inference_affirm,movies_100,20,0.6,0.55,0.6,0.6,0.55,2.0,0.0
R_6KHeBEQdDicI34C,R_6KHeBEQdDicI34C,choice_only,movies_100,20,0.6,0.35,,0.35,0.6,2.0,3.0
R_7OPptnak5fZvxQZ,R_7OPptnak5fZvxQZ,inference_categories,movies_100,20,0.7,0.7,0.7,0.7,0.7,2.0,1.0
R_7ht1ujoClq3DeKS,R_7ht1ujoClq3DeKS,inference_categories,movies_100,20,0.55,0.55,0.45,0.45,0.55,3.0,3.0
R_3kp7fSx0GPc3Yo9,R_3kp7fSx0GPc3Yo9,inference_affirm,movies_100,20,0.6,0.4,0.35,0.35,0.4,2.0,5.0
R_7bCr0P7fDO6KSQN,R_7bCr0P7fDO6KSQN,choice_only,movies_100,20,0.55,0.45,,0.45,0.55,-1.0,4.0
R_3kMo2WVtyBu5Jh3,R_3kMo2WVtyBu5Jh3,choice_only,movies_100,20,0.55,0.55,,0.55,0.55,1.0,4.0
R_5g6IKu4t3fjJYzG,R_5g6IKu4t3fjJYzG,inference_categories,movies_100,20,0.65,0.7,0.7,0.7,0.7,-3.0,-3.0
R_1kcT525yBrQUGkK,R_1kcT525yBrQUGkK,inference_categories,movies_100,20,0.4,0.95,0.8,0.8,0.95,3.0,0.0
R_1OuxrPHo16dLykx,R_1OuxrPHo16dLykx,inference_categories,movies_100,20,0.5,0.55,0.6,0.6,0.55,-1.0,5.0
R_69vreJPeYfhqxEU,R_69vreJPeYfhqxEU,inference_affirm,movies_100,20,0.55,0.6,0.65,0.65,0.6,3.0,2.0
R_5EamKIfHEWXTLFb,R_5EamKIfHEWXTLFb,inference_affirm,movies_100,20,0.7,0.65,0.7,0.7,0.65,2.0,-5.0
R_3PbVTUTcyYZoLP9,R_3PbVTUTcyYZoLP9,inference_affirm,movies_100,20,0.55,0.6,0.7,0.7,0.6,2.0,5.0
R_7gp6KEVsoXGyYD0,R_7gp6KEVsoXGyYD0,inference_affirm,movies_100,20,0.65,0.5,0.6,0.6,0.5,2.0,0.0
R_1GdN1sKK0MRex1y,R_1GdN1sKK0MRex1y,choice_only,movies_100,20,0.5,0.75,,0.75,0.5,2.0,3.0
R_7vjKWovWdrtZAOt,R_7vjKWovWdrtZAOt,choice_only,movies_100,20,0.9,0.7,,0.7,0.9,-2.0,2.0
R_3ffpzj7RpQqrZTj,R_3ffpzj7RpQqrZTj,choice_only,movies_100,20,0.55,0.85,,0.85,0.55,3.0,2.0
R_6qHKDXpVUPm8tIR,R_6qHKDXpVUPm8tIR,choice_only,movies_100,20,0.7,0.35,,0.35,0.7,2.0,-2.0
R_5PhmKTWyx21YvO4,R_5PhmKTWyx21YvO4,inference_affirm,movies_100,20,0.4,0.8,0.75,0.75,0.8,1.0,-4.0
R_6T5Hf9RRUubgkGB,R_6T5Hf9RRUubgkGB,inference_categories,movies_100,20,0.4,0.7,0.65,0.65,0.7,3.0,3.0
R_3uUPauva26Zp9bd,R_3uUPauva26Zp9bd,inference_categories,movies_100,20,0.6,0.5,0.7,0.7,0.5,2.0,3.0
R_7EYyU7QIyAKSR0a,R_7EYyU7QIyAKSR0a,choice_only,movies_100,20,0.6,0.65,,0.65,0.6,1.0,5.0
R_5q1aSjF0ZSWhdAd,R_5q1aSjF0ZSWhdAd,inference_categories,movies_100,20,0.7,0.7,0.8,0.8,0.7,2.0,0.0
R_1AL3g08h3PZ55R8,R_1AL3g08h3PZ55R8,inference_categories,movies_100,20,0.7,0.6,0.75,0.75,0.6,2.0,3.0
R_7dMkyig8ooaXFmR,R_7dMkyig8ooaXFmR,choice_only,movies_100,20,0.7,0.75,,0.75,0.7,2.0,4.0
R_3MKZW2wOqLz7urp,R_3MKZW2wOqLz7urp,inference_affirm,movies_100,20,0.55,0.65,0.8,0.8,0.65,2.0,0.0
R_1CqkwWowaq2nWsV,R_1CqkwWowaq2nWsV,inference_categories,movies_100,20,0.85,0.6,0.55,0.55,0.6,-1.0,0.0
R_7gZ2BNYvuJQgVT3,R_7gZ2BNYvuJQgVT3,choice_only,movies_100,20,0.75,0.75,,0.75,0.75,-2.0,-1.0
R_3rMiecYneSlGHPr,R_3rMiecYneSlGHPr,choice_only,movies_100,20,0.7,0.7,,0.7,0.7,3.0,4.0
R_3jTjxjagVdDFuwL,R_3jTjxjagVdDFuwL,inference_affirm,movies_100,20,0.45,0.65,0.55,0.55,0.65,2.0,5.0
R_6r8Ri8OcqywabYw,R_6r8Ri8OcqywabYw,choice_only,movies_100,20,0.6,0.75,,0.75,0.6,2.0,0.0
R_7rk98nI69RwUUEx,R_7rk98nI69RwUUEx,inference_affirm,movies_100,20,0.5,0.4,0.45,0.45,0.4,2.0,1.0
R_66RrPZQYKXJMbZL,R_66RrPZQYKXJMbZL,inference_affirm,movies_100,20,0.3,0.75,0.75,0.75,0.75,2.0,1.0
R_6fjADihFYX6xm7F,R_6fjADihFYX6xm7F,choice_only,movies_100,20,0.45,0.5,,0.5,0.45,-1.0,1.0
R_7bqBKLMIoXZ0kZb,R_7bqBKLMIoXZ0kZb,inference_affirm,movies_100,20,0.5,0.5,0.5,0.5,0.5,2.0,3.0
R_3G0Tttb2ppTIMs4,R_3G0Tttb2ppTIMs4,choice_only,movies_100,20,0.45,0.7,,0.7,0.45,-2.0,3.0
R_5S806JuJeEDeCiX,R_5S806JuJeEDeCiX,inference_affirm,movies_100,20,0.6,0.5,0.5,0.5,0.5,1.0,0.0
R_5fjUGMnKUeioKtb,R_5fjUGMnKUeioKtb,inference_categories,movies_100,20,0.4,0.65,0.85,0.85,0.65,3.0,-3.0
R_1NntIjG583znRO9,R_1NntIjG583znRO9,inference_categories,movies_100,20,0.6,0.85,0.75,0.75,0.85,2.0,1.0
R_3D7pHgR0SuO1ru9,R_3D7pHgR0SuO1ru9,inference_categories,movies_100,20,0.2,0.4,0.65,0.65,0.4,2.0,-1.0
R_72QVQGtXBsZe5L9,R_72QVQGtXBsZe5L9,inference_affirm,movies_100,20,0.65,0.7,0.75,0.75,0.7,-1.0,4.0
R_1MApkTINqrnH8hg,R_1MApkTINqrnH8hg,inference_categories,movies_100,20,0.45,0.7,0.8,0.8,0.7,3.0,0.0
R_3y1MEraRSbBExK9,R_3y1MEraRSbBExK9,choice_only,movies_100,20,0.8,0.55,,0.55,0.8,1.0,0.0
R_7n9DnQIFAS2JfzP,R_7n9DnQIFAS2JfzP,inference_categories,movies_100,20,0.45,0.8,0.65,0.65,0.8,2.0,-1.0
R_35hJLQDAMLSgDVD,R_35hJLQDAMLSgDVD,inference_affirm,movies_100,20,0.7,0.85,0.8,0.8,0.85,1.0,0.0
R_1flYgu3Fg4gyBD8,R_1flYgu3Fg4gyBD8,inference_affirm,movies_100,20,0.7,0.6,0.65,0.65,0.6,2.0,-4.0
R_1E4A0Bnuyxab0VJ,R_1E4A0Bnuyxab0VJ,inference_affirm,movies_100,20,0.65,0.4,0.35,0.35,0.4,3.0,5.0
R_7GoyGw1HJW12sb1,R_7GoyGw1HJW12sb1,choice_only,movies_100,20,0.5,0.7,,0.7,0.5,-1.0,0.0
R_7iJPtYFszofxuLf,R_7iJPtYFszofxuLf,choice_only,movies_100,20,0.5,0.4,,0.4,0.5,-2.0,0.0
R_3O070YpzrZa2ka9,R_3O070YpzrZa2ka9,choice_only,movies_100,20,0.5,0.6,,0.6,0.5,2.0,3.0
R_1V1pOAqcL9TE18x,R_1V1pOAqcL9TE18x,inference_affirm,movies_100,20,0.5,0.4,0.45,0.45,0.4,-1.0,4.0
R_1nHqV7rQXTarTxf,R_1nHqV7rQXTarTxf,inference_categories,movies_100,20,0.35,0.7,0.75,0.75,0.7,2.0,1.0
R_6N3yvlDsxHobIBm,R_6N3yvlDsxHobIBm,inference_categories,movies_100,20,0.7,0.6,0.55,0.55,0.6,2.0,1.0
R_6foQXVzCxSXqQJ0,R_6foQXVzCxSXqQJ0,choice_only,movies_100,20,0.4,0.6,,0.6,0.4,1.0,0.0
