qualtrics_id,condition,domain,t,fit,test_acc,test_ll
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,16,random_projection,0.625,-0.6939134080957554
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,16,projection_only,0.625,-0.6486703497904349
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,16,projection_alpha,0.5625,-0.6934254907223418
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,17,random_projection,0.5294117647058824,-0.6939107315621298
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,17,projection_only,0.5882352941176471,-0.6520717985009221
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,17,projection_alpha,0.5294117647058824,-0.6944535732406667
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,18,random_projection,0.5555555555555556,-0.6942653119317472
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,18,projection_only,0.5,-0.6921428132784517
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,18,projection_alpha,0.3888888888888889,-0.6956468139017311
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,19,random_projection,0.47368421052631576,-0.6943511211907603
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,19,projection_only,0.5789473684210527,-0.6834826216979298
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,19,projection_alpha,0.5263157894736842,-0.694892498513143
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,20,random_projection,0.55,-0.6941064696120288
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,20,projection_only,0.5,-0.6992218873665956
R_56aT1YjmRtKACUH,inference_categories,dailydilemmas,20,projection_alpha,0.4,-0.696094556850522
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,3,random_projection,0.0,-0.69483773454338
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,3,projection_only,0.0,-0.7658977670836093
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,3,projection_alpha,0.0,-0.6947231614531958
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,4,random_projection,0.25,-0.6941123470919834
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,4,projection_only,0.5,-0.6886602401142152
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,4,projection_alpha,0.5,-0.6927841273186273
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,5,random_projection,0.6,-0.6931996069753383
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,5,projection_only,0.6,-0.5668453026687663
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,5,projection_alpha,0.6,-0.6873069414896559
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,6,random_projection,0.16666666666666666,-0.694953280068134
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,6,projection_only,0.3333333333333333,-0.7667529798087109
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,6,projection_alpha,0.5,-0.6959102882536574
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,7,random_projection,0.0,-0.6950817542081739
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,7,projection_only,0.14285714285714285,-0.7789019945081337
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,7,projection_alpha,0.14285714285714285,-0.6968125470103984
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,8,random_projection,0.375,-0.6944116777755914
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,8,projection_only,0.125,-0.7880205348220497
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,8,projection_alpha,0.125,-0.697436671359317
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,9,random_projection,0.5555555555555556,-0.6932515071626943
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,9,projection_only,0.2222222222222222,-0.7721310675288867
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,9,projection_alpha,0.1111111111111111,-0.6970496763116473
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,10,random_projection,0.6,-0.6936284196911864
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,10,projection_only,0.4,-0.7354270361520154
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,10,projection_alpha,0.4,-0.6961406069644427
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,11,random_projection,0.6363636363636364,-0.6928213737010226
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,11,projection_only,0.36363636363636365,-0.7218654300158241
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,11,projection_alpha,0.45454545454545453,-0.6954324955359297
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,12,random_projection,0.5833333333333334,-0.6930319334967306
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,12,projection_only,0.5833333333333334,-0.7248967064280297
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,12,projection_alpha,0.4166666666666667,-0.6952382379261134
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,13,random_projection,0.5384615384615384,-0.6925822306057524
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,13,projection_only,0.6153846153846154,-0.7213325447605494
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,13,projection_alpha,0.5384615384615384,-0.6947660310136125
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,14,random_projection,0.7142857142857143,-0.6915185732612186
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,14,projection_only,0.7142857142857143,-0.6976631555933901
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,14,projection_alpha,0.5714285714285714,-0.6928905114308623
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,15,random_projection,0.6666666666666666,-0.6924804202018269
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,15,projection_only,0.5333333333333333,-0.7503310145954692
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,15,projection_alpha,0.5333333333333333,-0.6949611137536235
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,16,random_projection,0.6875,-0.6921044991809802
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,16,projection_only,0.5625,-0.7355713019346442
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,16,projection_alpha,0.5,-0.6938287467718086
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,17,random_projection,0.7058823529411765,-0.6918897563498192
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,17,projection_only,0.5882352941176471,-0.7075505600933779
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,17,projection_alpha,0.5882352941176471,-0.6911356614798079
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,18,random_projection,0.6666666666666666,-0.6922303825690551
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,18,projection_only,0.6666666666666666,-0.7084383141872466
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,18,projection_alpha,0.6111111111111112,-0.6908791170023011
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,19,random_projection,0.5789473684210527,-0.6927393573830853
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,19,projection_only,0.5263157894736842,-0.7087124834340979
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,19,projection_alpha,0.631578947368421,-0.6909500177673533
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,20,random_projection,0.5,-0.693715973792505
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,20,projection_only,0.55,-0.6885079549640369
R_3HS2lsaEfcZSuXu,inference_categories,dailydilemmas,20,projection_alpha,0.65,-0.6887993808553246
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,3,random_projection,1.0,-0.6929442427564827
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,3,projection_only,0.6666666666666666,-0.6866386356827036
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,3,projection_alpha,0.6666666666666666,-0.6930106171599034
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,4,random_projection,0.25,-0.6946333208789846
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,4,projection_only,0.5,-0.7199790026951507
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,4,projection_alpha,0.5,-0.6937101136233461
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,5,random_projection,0.4,-0.6941155923142874
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,5,projection_only,0.8,-0.6587872539051762
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,5,projection_alpha,0.8,-0.6921236807417024
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,6,random_projection,0.3333333333333333,-0.6941730761402348
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,6,projection_only,0.8333333333333334,-0.602270847518314
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,6,projection_alpha,0.8333333333333334,-0.6895645935848198
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,7,random_projection,0.0,-0.6948602748607584
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,7,projection_only,0.8571428571428571,-0.5663838813014263
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,7,projection_alpha,0.8571428571428571,-0.6880593570391161
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,8,random_projection,0.25,-0.694152619979543
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,8,projection_only,0.75,-0.5852976019629098
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,8,projection_alpha,0.875,-0.6880251813355358
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,9,random_projection,0.4444444444444444,-0.6934020306250788
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,9,projection_only,0.6666666666666666,-0.6522015516628097
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,9,projection_alpha,0.6666666666666666,-0.6903372723618283
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,10,random_projection,0.5,-0.6937751441928338
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,10,projection_only,0.7,-0.6334406204957076
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,10,projection_alpha,0.7,-0.6894139251551348
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,11,random_projection,0.5454545454545454,-0.6924867299187258
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,11,projection_only,0.7272727272727273,-0.5676784536483056
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,11,projection_alpha,0.7272727272727273,-0.6801727066623708
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,12,random_projection,0.3333333333333333,-0.6941993478039828
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,12,projection_only,0.5833333333333334,-0.700204999529634
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,12,projection_alpha,0.6666666666666666,-0.689149694504369
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,13,random_projection,0.3076923076923077,-0.6941298545449585
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,13,projection_only,0.6153846153846154,-0.6821940320376039
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,13,projection_alpha,0.6153846153846154,-0.6896602499030396
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,14,random_projection,0.5714285714285714,-0.693518461659556
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,14,projection_only,0.6428571428571429,-0.6625758007093652
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,14,projection_alpha,0.6428571428571429,-0.6862061791853403
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,15,random_projection,0.5333333333333333,-0.6923096851666375
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,15,projection_only,0.6666666666666666,-0.6240690480012989
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,15,projection_alpha,0.6666666666666666,-0.6799081825804026
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,16,random_projection,0.6875,-0.6910432752264408
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,16,projection_only,0.6875,-0.611360562640747
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,16,projection_alpha,0.6875,-0.6788073097388423
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,17,random_projection,0.6470588235294118,-0.6915534264329778
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,17,projection_only,0.6470588235294118,-0.6765511931342324
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,17,projection_alpha,0.6470588235294118,-0.6850501484744752
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,18,random_projection,0.6666666666666666,-0.6909597771967563
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,18,projection_only,0.6666666666666666,-0.6569781148879376
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,18,projection_alpha,0.6666666666666666,-0.682816649489993
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,19,random_projection,0.5789473684210527,-0.6913925421519186
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,19,projection_only,0.631578947368421,-0.6631706611480314
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,19,projection_alpha,0.6842105263157895,-0.6829367278079157
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,20,random_projection,0.65,-0.690687258154507
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,20,projection_only,0.65,-0.6597242855715189
R_6HoVfVJSFl7IrlL,inference_categories,dailydilemmas,20,projection_alpha,0.7,-0.6823319178730216
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,3,random_projection,1.0,-0.6929604373459638
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,3,projection_only,0.3333333333333333,-0.7500363745738966
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,3,projection_alpha,0.3333333333333333,-0.7121127694870878
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,4,random_projection,0.5,-0.692065631105764
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,4,projection_only,0.0,-0.8474622077247441
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,4,projection_alpha,0.5,-0.6967054637146015
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,5,random_projection,0.8,-0.6925042648535135
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,5,projection_only,0.0,-0.8892633386246827
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,5,projection_alpha,0.4,-0.6987523991085557
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,6,random_projection,0.6666666666666666,-0.6933214968963616
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,6,projection_only,0.5,-0.8163440957311532
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,6,projection_alpha,0.5,-0.690049248770564
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,7,random_projection,0.5714285714285714,-0.6932174014761332
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,7,projection_only,0.5714285714285714,-0.7713675790703233
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,7,projection_alpha,0.5714285714285714,-0.6854341085335403
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,8,random_projection,0.5,-0.6932404834815562
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,8,projection_only,0.75,-0.7302679888411576
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,8,projection_alpha,0.75,-0.6776697624764618
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,9,random_projection,0.6666666666666666,-0.6914440872831811
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,9,projection_only,0.7777777777777778,-0.6794553959087714
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,9,projection_alpha,0.7777777777777778,-0.6734106110908613
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,10,random_projection,0.9,-0.6890588815872504
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,10,projection_only,0.8,-0.6217206886186261
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,10,projection_alpha,0.7,-0.6651001870498418
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,11,random_projection,0.8181818181818182,-0.6909458065502454
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,11,projection_only,0.6363636363636364,-0.7447991825676165
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,11,projection_alpha,0.7272727272727273,-0.6760366432398642
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,12,random_projection,0.8333333333333334,-0.6906694268028213
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,12,projection_only,0.5833333333333334,-0.7600696051043264
R_5Q5TZ5csoblHSvA,inference_categories,dailydilemmas,12,projection_alpha,0.6666666666666666,-0.6799462387329402
