lambda,scale,alpha,qualtrics_id,fold,n_test,test_acc,test_ll
0.5,0.75,0.75,R_7QAkOtO6FETwKSv,3,4,0.5,-0.6960093906589813
0.5,0.75,0.75,R_7QAkOtO6FETwKSv,4,4,0.75,-0.6928378054498233
0.5,0.75,1.0,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.6995818990948391
0.5,0.75,1.0,R_5EfMjMbx1z8Kvhl,1,4,0.5,-0.6929671167247302
0.5,0.75,1.0,R_5EfMjMbx1z8Kvhl,2,4,0.5,-0.6883406668789299
0.5,0.75,1.0,R_5EfMjMbx1z8Kvhl,3,4,0.75,-0.6853264136867459
0.5,0.75,1.0,R_5EfMjMbx1z8Kvhl,4,4,0.5,-0.6921595349487937
0.5,0.75,1.0,R_56aT1YjmRtKACUH,0,4,0.5,-0.6897915200958723
0.5,0.75,1.0,R_56aT1YjmRtKACUH,1,4,0.25,-0.7024014598251807
0.5,0.75,1.0,R_56aT1YjmRtKACUH,2,4,0.5,-0.6920316026955327
0.5,0.75,1.0,R_56aT1YjmRtKACUH,3,4,0.5,-0.6916283457754704
0.5,0.75,1.0,R_56aT1YjmRtKACUH,4,4,0.25,-0.6977346295782069
0.5,0.75,1.0,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.6870144631768599
0.5,0.75,1.0,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.7027541557617354
0.5,0.75,1.0,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.693833486167347
0.5,0.75,1.0,R_3HS2lsaEfcZSuXu,3,4,1.0,-0.684002873648212
0.5,0.75,1.0,R_3HS2lsaEfcZSuXu,4,4,1.0,-0.6828066413790777
0.5,0.75,1.0,R_6HoVfVJSFl7IrlL,0,4,0.75,-0.6892612726585392
0.5,0.75,1.0,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6854255481834223
0.5,0.75,1.0,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.6959696326405346
0.5,0.75,1.0,R_6HoVfVJSFl7IrlL,3,4,0.75,-0.6846301265815697
0.5,0.75,1.0,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6828311565689379
0.5,0.75,1.0,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.69656296967888
0.5,0.75,1.0,R_5Q5TZ5csoblHSvA,1,4,0.75,-0.6907529499875428
0.5,0.75,1.0,R_5Q5TZ5csoblHSvA,2,4,0.5,-0.6954507714582854
0.5,0.75,1.0,R_5Q5TZ5csoblHSvA,3,4,0.5,-0.6950521757585962
0.5,0.75,1.0,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6932601923363169
0.5,0.75,1.0,R_18H831wJaDlPwgg,0,4,0.5,-0.6881326001556238
0.5,0.75,1.0,R_18H831wJaDlPwgg,1,4,1.0,-0.663172230885753
0.5,0.75,1.0,R_18H831wJaDlPwgg,2,4,0.5,-0.6767197074601976
0.5,0.75,1.0,R_18H831wJaDlPwgg,3,4,0.75,-0.663758462879677
0.5,0.75,1.0,R_18H831wJaDlPwgg,4,4,1.0,-0.6635214696634355
0.5,0.75,1.0,R_12mMAseFwoOpgqC,0,4,0.5,-0.6871870272751431
0.5,0.75,1.0,R_12mMAseFwoOpgqC,1,4,0.5,-0.6830943508082166
0.5,0.75,1.0,R_12mMAseFwoOpgqC,2,4,0.5,-0.6925742877628811
0.5,0.75,1.0,R_12mMAseFwoOpgqC,3,4,0.5,-0.6916576848389079
0.5,0.75,1.0,R_12mMAseFwoOpgqC,4,4,0.75,-0.6835087799952795
0.5,0.75,1.0,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6822761803715685
0.5,0.75,1.0,R_7ojvA7NDI10RoKR,1,5,1.0,-0.6791816206767114
0.5,0.75,1.0,R_7ojvA7NDI10RoKR,2,5,0.8,-0.68331941494651
0.5,0.75,1.0,R_7ojvA7NDI10RoKR,3,5,0.6,-0.6828102657230618
0.5,0.75,1.0,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.6974635265952391
0.5,0.75,1.0,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.68828072985828
0.5,0.75,1.0,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.684168809812443
0.5,0.75,1.0,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6873679738198991
0.5,0.75,1.0,R_5gbXjT8uFYXCo7E,4,4,0.5,-0.6803813951166624
0.5,0.75,1.0,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.696199263616227
0.5,0.75,1.0,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.702465853836105
0.5,0.75,1.0,R_7f9o7q4AZOoP4ot,2,4,0.25,-0.6959792771720124
0.5,0.75,1.0,R_7f9o7q4AZOoP4ot,3,4,0.5,-0.69605130598083
0.5,0.75,1.0,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7098440596857706
0.5,0.75,1.0,R_1WHYlcDjJDcnUfD,0,4,0.5,-0.694701359101854
0.5,0.75,1.0,R_1WHYlcDjJDcnUfD,1,4,0.0,-0.6961335685780858
0.5,0.75,1.0,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6914069592371533
0.5,0.75,1.0,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.6996860390726857
0.5,0.75,1.0,R_1WHYlcDjJDcnUfD,4,4,1.0,-0.6881264458510129
0.5,0.75,1.0,R_6Q0gBjey6IdfZpf,0,4,0.5,-0.6853050777319192
0.5,0.75,1.0,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6805346929510959
0.5,0.75,1.0,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6805938288342536
0.5,0.75,1.0,R_6Q0gBjey6IdfZpf,3,4,0.5,-0.6934059138132578
0.5,0.75,1.0,R_6Q0gBjey6IdfZpf,4,4,0.5,-0.6799519353046448
0.5,0.75,1.0,R_1wzohnjOPhN82Wd,0,4,0.75,-0.6874361081171267
0.5,0.75,1.0,R_1wzohnjOPhN82Wd,1,4,0.75,-0.681318695279653
0.5,0.75,1.0,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6722639457202747
0.5,0.75,1.0,R_1wzohnjOPhN82Wd,3,4,1.0,-0.6773043324271144
0.5,0.75,1.0,R_1wzohnjOPhN82Wd,4,4,0.5,-0.6959012923087101
0.5,0.75,1.0,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.6977823144896171
0.5,0.75,1.0,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6852833982726583
0.5,0.75,1.0,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.68493945387362
0.5,0.75,1.0,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6800546358963632
0.5,0.75,1.0,R_70kbQcqJL4Tkq6B,4,4,0.75,-0.6809644310327764
0.5,0.75,1.0,R_6rftRMhNP0o6boD,0,4,0.75,-0.6798840967877902
0.5,0.75,1.0,R_6rftRMhNP0o6boD,1,4,0.75,-0.6932284386476384
0.5,0.75,1.0,R_6rftRMhNP0o6boD,2,4,0.5,-0.6960886529000329
0.5,0.75,1.0,R_6rftRMhNP0o6boD,3,4,0.75,-0.6844402547545148
0.5,0.75,1.0,R_6rftRMhNP0o6boD,4,4,0.75,-0.6852070454530566
0.5,0.75,1.0,R_6jv2PrGBJcO4of6,0,4,0.75,-0.6831267838107955
0.5,0.75,1.0,R_6jv2PrGBJcO4of6,1,4,0.75,-0.6893346359780358
0.5,0.75,1.0,R_6jv2PrGBJcO4of6,2,4,0.5,-0.6966317513743222
0.5,0.75,1.0,R_6jv2PrGBJcO4of6,3,4,0.5,-0.6857187514417451
0.5,0.75,1.0,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7130215495832977
0.5,0.75,1.0,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.6565053770735397
0.5,0.75,1.0,R_1dHqTtKKq3yQvmX,1,4,0.5,-0.6566752096467801
0.5,0.75,1.0,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6697734106919672
0.5,0.75,1.0,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6740275726195503
0.5,0.75,1.0,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.6575746145935442
0.5,0.75,1.0,R_1P81VK8fH860C4V,0,4,1.0,-0.6733844884410692
0.5,0.75,1.0,R_1P81VK8fH860C4V,1,4,1.0,-0.6702696781111019
0.5,0.75,1.0,R_1P81VK8fH860C4V,2,4,0.75,-0.6763855500718851
0.5,0.75,1.0,R_1P81VK8fH860C4V,3,4,0.5,-0.6911456129606584
0.5,0.75,1.0,R_1P81VK8fH860C4V,4,4,1.0,-0.6744924583403634
0.5,0.75,1.0,R_7go085j249AymBb,0,4,0.5,-0.6763042320804411
0.5,0.75,1.0,R_7go085j249AymBb,1,4,1.0,-0.6697119352017358
0.5,0.75,1.0,R_7go085j249AymBb,2,4,1.0,-0.6708568451001253
0.5,0.75,1.0,R_7go085j249AymBb,3,4,0.75,-0.6730724769099435
0.5,0.75,1.0,R_7go085j249AymBb,4,4,0.5,-0.691888571811063
0.5,0.75,1.0,R_6xzSCFMWRhzZIRg,0,4,0.5,-0.6869864015319421
0.5,0.75,1.0,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.679115677604732
0.5,0.75,1.0,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6845740161429424
0.5,0.75,1.0,R_6xzSCFMWRhzZIRg,3,4,0.75,-0.6917675276587079
0.5,0.75,1.0,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6817878543093123
0.5,0.75,1.0,R_5EychZPB1u00qZH,0,4,0.75,-0.6752554834270581
0.5,0.75,1.0,R_5EychZPB1u00qZH,1,4,0.5,-0.6831435107226163
0.5,0.75,1.0,R_5EychZPB1u00qZH,2,4,1.0,-0.6768233562222679
0.5,0.75,1.0,R_5EychZPB1u00qZH,3,4,1.0,-0.6720603600231777
0.5,0.75,1.0,R_5EychZPB1u00qZH,4,4,0.25,-0.6969215283587537
0.5,0.75,1.0,R_59glCvaBnt5WTU6,0,4,0.5,-0.696406538741235
0.5,0.75,1.0,R_59glCvaBnt5WTU6,1,4,1.0,-0.6802880640972739
0.5,0.75,1.0,R_59glCvaBnt5WTU6,2,4,1.0,-0.6822504621122688
0.5,0.75,1.0,R_59glCvaBnt5WTU6,3,4,0.5,-0.6834977483416518
0.5,0.75,1.0,R_59glCvaBnt5WTU6,4,4,0.5,-0.6908604414306294
0.5,0.75,1.0,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6810595397807092
0.5,0.75,1.0,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.7021547143878418
0.5,0.75,1.0,R_1nBL27EvLs0Bkk4,2,4,1.0,-0.6789314001630063
0.5,0.75,1.0,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6846048136460142
0.5,0.75,1.0,R_1nBL27EvLs0Bkk4,4,4,0.75,-0.6815387804056617
0.5,0.75,1.0,R_6FsUQnzEYAQwtwa,0,4,0.5,-0.6917403193396756
0.5,0.75,1.0,R_6FsUQnzEYAQwtwa,1,4,0.25,-0.6923555290973789
0.5,0.75,1.0,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6874920487629181
0.5,0.75,1.0,R_6FsUQnzEYAQwtwa,3,4,0.5,-0.7018900069994339
0.5,0.75,1.0,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.6921353408807882
0.5,0.75,1.0,R_5pX1jjp1Yu1RSN7,0,4,0.75,-0.674185211725424
0.5,0.75,1.0,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.6748214990226771
0.5,0.75,1.0,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.6718221574143032
0.5,0.75,1.0,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6843058700472395
0.5,0.75,1.0,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.7156753972907866
0.5,0.75,1.0,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.6538855842773287
0.5,0.75,1.0,R_5DY1mtPtJpWz8WC,1,5,1.0,-0.6673740441511253
0.5,0.75,1.0,R_5DY1mtPtJpWz8WC,2,5,1.0,-0.674314245068652
0.5,0.75,1.0,R_5DY1mtPtJpWz8WC,3,5,1.0,-0.6605018087173775
0.5,0.75,1.0,R_1PN3SGDWOMibPAh,0,4,1.0,-0.6797578100437833
0.5,0.75,1.0,R_1PN3SGDWOMibPAh,1,4,0.5,-0.6969146305320639
0.5,0.75,1.0,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6856081204963176
0.5,0.75,1.0,R_1PN3SGDWOMibPAh,3,4,0.5,-0.6813556160991721
0.5,0.75,1.0,R_1PN3SGDWOMibPAh,4,4,0.75,-0.682046817636678
0.5,0.75,1.0,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6817830103691683
0.5,0.75,1.0,R_3SrBXsc2uYrsSZz,1,4,0.5,-0.6938998581438932
0.5,0.75,1.0,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.6937024830176836
0.5,0.75,1.0,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.6787040735649941
0.5,0.75,1.0,R_3SrBXsc2uYrsSZz,4,4,1.0,-0.6769154256563994
0.5,0.75,1.0,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.6649719235209093
0.5,0.75,1.0,R_7rNeEq8TvAxjqdL,1,4,0.5,-0.6798795599377185
0.5,0.75,1.0,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.6692563008301555
0.5,0.75,1.0,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.692179876700292
0.5,0.75,1.0,R_7rNeEq8TvAxjqdL,4,4,1.0,-0.6745922250469185
0.5,0.75,1.0,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7019221133994844
0.5,0.75,1.0,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6881453129849199
0.5,0.75,1.0,R_7QAkOtO6FETwKSv,2,4,0.5,-0.6996690783101925
0.5,0.75,1.0,R_7QAkOtO6FETwKSv,3,4,0.5,-0.6963772905358797
0.5,0.75,1.0,R_7QAkOtO6FETwKSv,4,4,0.75,-0.6924621157224549
0.5,1.0,0.0,R_5EfMjMbx1z8Kvhl,0,4,0.75,-0.687963396425999
0.5,1.0,0.0,R_5EfMjMbx1z8Kvhl,1,4,0.75,-0.6817606645133902
0.5,1.0,0.0,R_5EfMjMbx1z8Kvhl,2,4,0.5,-0.6898004921860555
0.5,1.0,0.0,R_5EfMjMbx1z8Kvhl,3,4,1.0,-0.6777830322733949
0.5,1.0,0.0,R_5EfMjMbx1z8Kvhl,4,4,0.75,-0.674823481587844
0.5,1.0,0.0,R_56aT1YjmRtKACUH,0,4,0.75,-0.6889949648527631
0.5,1.0,0.0,R_56aT1YjmRtKACUH,1,4,0.5,-0.7037404630436868
0.5,1.0,0.0,R_56aT1YjmRtKACUH,2,4,0.75,-0.6881627926351387
0.5,1.0,0.0,R_56aT1YjmRtKACUH,3,4,0.75,-0.6876367102235451
0.5,1.0,0.0,R_56aT1YjmRtKACUH,4,4,0.5,-0.6910334520191588
0.5,1.0,0.0,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.6802221621259508
0.5,1.0,0.0,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.7001232949877668
0.5,1.0,0.0,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.692026491311401
0.5,1.0,0.0,R_3HS2lsaEfcZSuXu,3,4,0.75,-0.6821743645838878
0.5,1.0,0.0,R_3HS2lsaEfcZSuXu,4,4,0.75,-0.6804318806444728
0.5,1.0,0.0,R_6HoVfVJSFl7IrlL,0,4,0.5,-0.6907976907548521
0.5,1.0,0.0,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6776738360005624
0.5,1.0,0.0,R_6HoVfVJSFl7IrlL,2,4,0.5,-0.6981613414338395
0.5,1.0,0.0,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.6822017582647304
0.5,1.0,0.0,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6782719931629032
0.5,1.0,0.0,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.6995881192115726
0.5,1.0,0.0,R_5Q5TZ5csoblHSvA,1,4,0.5,-0.691140771631643
0.5,1.0,0.0,R_5Q5TZ5csoblHSvA,2,4,0.75,-0.6884600665300036
0.5,1.0,0.0,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.6945185231887897
0.5,1.0,0.0,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6893997482908358
0.5,1.0,0.0,R_18H831wJaDlPwgg,0,4,0.5,-0.6835704385097245
0.5,1.0,0.0,R_18H831wJaDlPwgg,1,4,1.0,-0.6638925638020576
0.5,1.0,0.0,R_18H831wJaDlPwgg,2,4,0.75,-0.6706636199438919
0.5,1.0,0.0,R_18H831wJaDlPwgg,3,4,1.0,-0.648129224229286
0.5,1.0,0.0,R_18H831wJaDlPwgg,4,4,1.0,-0.6562370520263502
0.5,1.0,0.0,R_12mMAseFwoOpgqC,0,4,0.5,-0.6838996859300746
0.5,1.0,0.0,R_12mMAseFwoOpgqC,1,4,0.5,-0.6845140177984691
0.5,1.0,0.0,R_12mMAseFwoOpgqC,2,4,0.5,-0.6938024092276739
0.5,1.0,0.0,R_12mMAseFwoOpgqC,3,4,0.5,-0.690322610396197
0.5,1.0,0.0,R_12mMAseFwoOpgqC,4,4,0.75,-0.6824017396268109
0.5,1.0,0.0,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6803274636236917
0.5,1.0,0.0,R_7ojvA7NDI10RoKR,1,5,0.8,-0.6747378047810758
0.5,1.0,0.0,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6780179701380444
0.5,1.0,0.0,R_7ojvA7NDI10RoKR,3,5,1.0,-0.6704166379657014
0.5,1.0,0.0,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.7057393011446309
0.5,1.0,0.0,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6942182184326406
0.5,1.0,0.0,R_5gbXjT8uFYXCo7E,2,4,0.5,-0.6910895473335422
0.5,1.0,0.0,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6891868956561703
0.5,1.0,0.0,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.6902918428780224
0.5,1.0,0.0,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.6925707791731164
0.5,1.0,0.0,R_7f9o7q4AZOoP4ot,1,4,0.25,-0.7014009833161439
0.5,1.0,0.0,R_7f9o7q4AZOoP4ot,2,4,0.0,-0.6991181931723867
0.5,1.0,0.0,R_7f9o7q4AZOoP4ot,3,4,0.25,-0.6985479264763698
0.5,1.0,0.0,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.703180413731165
0.5,1.0,0.0,R_1WHYlcDjJDcnUfD,0,4,0.5,-0.6949637414226424
0.5,1.0,0.0,R_1WHYlcDjJDcnUfD,1,4,0.75,-0.6907405406856619
0.5,1.0,0.0,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6919881104112453
0.5,1.0,0.0,R_1WHYlcDjJDcnUfD,3,4,0.25,-0.6986626210738789
0.5,1.0,0.0,R_1WHYlcDjJDcnUfD,4,4,0.5,-0.6953187112126227
0.5,1.0,0.0,R_6Q0gBjey6IdfZpf,0,4,0.75,-0.678740111237561
0.5,1.0,0.0,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6794702088080131
0.5,1.0,0.0,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6798502134267266
0.5,1.0,0.0,R_6Q0gBjey6IdfZpf,3,4,0.5,-0.6861534568911692
0.5,1.0,0.0,R_6Q0gBjey6IdfZpf,4,4,0.5,-0.6774359513478897
0.5,1.0,0.0,R_1wzohnjOPhN82Wd,0,4,0.75,-0.6807109782348135
0.5,1.0,0.0,R_1wzohnjOPhN82Wd,1,4,0.75,-0.6785633118987776
0.5,1.0,0.0,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6767497563212507
0.5,1.0,0.0,R_1wzohnjOPhN82Wd,3,4,0.75,-0.6777511119477343
0.5,1.0,0.0,R_1wzohnjOPhN82Wd,4,4,0.25,-0.7031221911929126
0.5,1.0,0.0,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.69838522006236
0.5,1.0,0.0,R_70kbQcqJL4Tkq6B,1,4,0.5,-0.69422125746196
0.5,1.0,0.0,R_70kbQcqJL4Tkq6B,2,4,1.0,-0.6744743024673104
0.5,1.0,0.0,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.680540173449544
0.5,1.0,0.0,R_70kbQcqJL4Tkq6B,4,4,0.75,-0.6735990303430963
0.5,1.0,0.0,R_6rftRMhNP0o6boD,0,4,0.5,-0.688243521753297
0.5,1.0,0.0,R_6rftRMhNP0o6boD,1,4,0.5,-0.6904147738409527
0.5,1.0,0.0,R_6rftRMhNP0o6boD,2,4,0.5,-0.6983805607918441
0.5,1.0,0.0,R_6rftRMhNP0o6boD,3,4,0.75,-0.6773652693580565
0.5,1.0,0.0,R_6rftRMhNP0o6boD,4,4,1.0,-0.6782227428170947
0.5,1.0,0.0,R_6jv2PrGBJcO4of6,0,4,1.0,-0.6687880023592098
0.5,1.0,0.0,R_6jv2PrGBJcO4of6,1,4,1.0,-0.6754393233735321
0.5,1.0,0.0,R_6jv2PrGBJcO4of6,2,4,0.75,-0.688784398264809
0.5,1.0,0.0,R_6jv2PrGBJcO4of6,3,4,0.75,-0.6781317176746688
0.5,1.0,0.0,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7107159798260998
0.5,1.0,0.0,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.6600242718010159
0.5,1.0,0.0,R_1dHqTtKKq3yQvmX,1,4,0.5,-0.6649460217833355
0.5,1.0,0.0,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6697872735847614
0.5,1.0,0.0,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6727704595319968
0.5,1.0,0.0,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.6539296234736569
0.5,1.0,0.0,R_1P81VK8fH860C4V,0,4,1.0,-0.676782626969141
0.5,1.0,0.0,R_1P81VK8fH860C4V,1,4,1.0,-0.6653121579552679
0.5,1.0,0.0,R_1P81VK8fH860C4V,2,4,0.75,-0.6782748513296858
0.5,1.0,0.0,R_1P81VK8fH860C4V,3,4,0.5,-0.6915128257402978
0.5,1.0,0.0,R_1P81VK8fH860C4V,4,4,1.0,-0.666114066458436
0.5,1.0,0.0,R_7go085j249AymBb,0,4,0.5,-0.676881122288383
0.5,1.0,0.0,R_7go085j249AymBb,1,4,0.75,-0.6748750877641332
0.5,1.0,0.0,R_7go085j249AymBb,2,4,1.0,-0.6729664507968535
0.5,1.0,0.0,R_7go085j249AymBb,3,4,0.75,-0.6789869567951988
0.5,1.0,0.0,R_7go085j249AymBb,4,4,0.5,-0.6917528239332473
0.5,1.0,0.0,R_6xzSCFMWRhzZIRg,0,4,0.25,-0.6897463784394796
0.5,1.0,0.0,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6860379421434343
0.5,1.0,0.0,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.686380858407194
0.5,1.0,0.0,R_6xzSCFMWRhzZIRg,3,4,1.0,-0.6788572242818038
0.5,1.0,0.0,R_6xzSCFMWRhzZIRg,4,4,0.75,-0.687253860968242
0.5,1.0,0.0,R_5EychZPB1u00qZH,0,4,0.75,-0.6704666588250238
0.5,1.0,0.0,R_5EychZPB1u00qZH,1,4,0.5,-0.68290589533644
0.5,1.0,0.0,R_5EychZPB1u00qZH,2,4,1.0,-0.6754540164069094
0.5,1.0,0.0,R_5EychZPB1u00qZH,3,4,0.75,-0.6720136301054893
0.5,1.0,0.0,R_5EychZPB1u00qZH,4,4,0.25,-0.697594334682606
0.5,1.0,0.0,R_59glCvaBnt5WTU6,0,4,0.5,-0.6946483631664266
0.5,1.0,0.0,R_59glCvaBnt5WTU6,1,4,0.75,-0.6790025637789251
0.5,1.0,0.0,R_59glCvaBnt5WTU6,2,4,1.0,-0.6774795907458031
0.5,1.0,0.0,R_59glCvaBnt5WTU6,3,4,0.75,-0.681680302464996
0.5,1.0,0.0,R_59glCvaBnt5WTU6,4,4,0.75,-0.6860422937258697
0.5,1.0,0.0,R_1nBL27EvLs0Bkk4,0,4,0.5,-0.679558458438039
0.5,1.0,0.0,R_1nBL27EvLs0Bkk4,1,4,0.75,-0.7034644826813954
0.5,1.0,0.0,R_1nBL27EvLs0Bkk4,2,4,0.75,-0.6747205782726646
0.5,1.0,0.0,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6823236208090593
0.5,1.0,0.0,R_1nBL27EvLs0Bkk4,4,4,1.0,-0.6697201136129562
0.5,1.0,0.0,R_6FsUQnzEYAQwtwa,0,4,0.75,-0.6874423862876131
0.5,1.0,0.0,R_6FsUQnzEYAQwtwa,1,4,0.25,-0.6922985725098607
0.5,1.0,0.0,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6894926919216204
0.5,1.0,0.0,R_6FsUQnzEYAQwtwa,3,4,0.5,-0.6913825508875379
0.5,1.0,0.0,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.6868696823715076
0.5,1.0,0.0,R_5pX1jjp1Yu1RSN7,0,4,1.0,-0.6715700035590529
0.5,1.0,0.0,R_5pX1jjp1Yu1RSN7,1,4,0.5,-0.6704764297331199
0.5,1.0,0.0,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.6721637764014192
0.5,1.0,0.0,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6768526526923443
0.5,1.0,0.0,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.7166087549425485
0.5,1.0,0.0,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.6497072156012027
0.5,1.0,0.0,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.6656735036995294
0.5,1.0,0.0,R_5DY1mtPtJpWz8WC,2,5,0.8,-0.6736477386878821
0.5,1.0,0.0,R_5DY1mtPtJpWz8WC,3,5,0.6,-0.6567890097431162
0.5,1.0,0.0,R_1PN3SGDWOMibPAh,0,4,1.0,-0.6786032375836888
0.5,1.0,0.0,R_1PN3SGDWOMibPAh,1,4,0.5,-0.6994182360119732
0.5,1.0,0.0,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6885072356248378
0.5,1.0,0.0,R_1PN3SGDWOMibPAh,3,4,0.5,-0.6849352110718177
0.5,1.0,0.0,R_1PN3SGDWOMibPAh,4,4,1.0,-0.6800298668803912
0.5,1.0,0.0,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6807864939388948
0.5,1.0,0.0,R_3SrBXsc2uYrsSZz,1,4,0.5,-0.6935093258604145
0.5,1.0,0.0,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.6967913447343697
0.5,1.0,0.0,R_3SrBXsc2uYrsSZz,3,4,1.0,-0.6747180354774513
0.5,1.0,0.0,R_3SrBXsc2uYrsSZz,4,4,1.0,-0.6756941417492488
0.5,1.0,0.0,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.6698346075830424
0.5,1.0,0.0,R_7rNeEq8TvAxjqdL,1,4,0.75,-0.6723753455396246
0.5,1.0,0.0,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.6663932255055713
0.5,1.0,0.0,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.6898541307115656
0.5,1.0,0.0,R_7rNeEq8TvAxjqdL,4,4,0.75,-0.6762003586767682
0.5,1.0,0.0,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7035040486375149
0.5,1.0,0.0,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6883812427220469
0.5,1.0,0.0,R_7QAkOtO6FETwKSv,2,4,0.5,-0.6984609483306358
0.5,1.0,0.0,R_7QAkOtO6FETwKSv,3,4,0.25,-0.6939710696622254
