lambda,scale,alpha,qualtrics_id,fold,n_test,test_acc,test_ll
0.5,0.75,0.25,R_7QAkOtO6FETwKSv,3,4,0.25,-0.6948175997604331
0.5,0.75,0.25,R_7QAkOtO6FETwKSv,4,4,0.5,-0.6937532677574557
0.5,0.75,0.5,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.6940008118196281
0.5,0.75,0.5,R_5EfMjMbx1z8Kvhl,1,4,0.75,-0.6877933736513153
0.5,0.75,0.5,R_5EfMjMbx1z8Kvhl,2,4,0.75,-0.6889101294228333
0.5,0.75,0.5,R_5EfMjMbx1z8Kvhl,3,4,1.0,-0.6813975653932016
0.5,0.75,0.5,R_5EfMjMbx1z8Kvhl,4,4,0.5,-0.6837786952100988
0.5,0.75,0.5,R_56aT1YjmRtKACUH,0,4,0.75,-0.6901664595643243
0.5,0.75,0.5,R_56aT1YjmRtKACUH,1,4,0.25,-0.703014670350094
0.5,0.75,0.5,R_56aT1YjmRtKACUH,2,4,0.5,-0.6897902700402518
0.5,0.75,0.5,R_56aT1YjmRtKACUH,3,4,0.5,-0.6900001546851859
0.5,0.75,0.5,R_56aT1YjmRtKACUH,4,4,0.5,-0.6953577488303362
0.5,0.75,0.5,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.6840368722358326
0.5,0.75,0.5,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.7014748976250177
0.5,0.75,0.5,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.6931523580386187
0.5,0.75,0.5,R_3HS2lsaEfcZSuXu,3,4,1.0,-0.683289893746473
0.5,0.75,0.5,R_3HS2lsaEfcZSuXu,4,4,0.75,-0.6818690820534338
0.5,0.75,0.5,R_6HoVfVJSFl7IrlL,0,4,0.5,-0.6900052215827193
0.5,0.75,0.5,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6814941469027962
0.5,0.75,0.5,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.6970335666710734
0.5,0.75,0.5,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.6833920661521453
0.5,0.75,0.5,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6806450265489024
0.5,0.75,0.5,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.6980765228712666
0.5,0.75,0.5,R_5Q5TZ5csoblHSvA,1,4,0.75,-0.6909732107479235
0.5,0.75,0.5,R_5Q5TZ5csoblHSvA,2,4,0.75,-0.6919763219475203
0.5,0.75,0.5,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.6948186810982433
0.5,0.75,0.5,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6913504052626114
0.5,0.75,0.5,R_18H831wJaDlPwgg,0,4,0.5,-0.6858398694175991
0.5,0.75,0.5,R_18H831wJaDlPwgg,1,4,1.0,-0.6635155741821295
0.5,0.75,0.5,R_18H831wJaDlPwgg,2,4,0.5,-0.6737632681156236
0.5,0.75,0.5,R_18H831wJaDlPwgg,3,4,1.0,-0.6561410424854837
0.5,0.75,0.5,R_18H831wJaDlPwgg,4,4,1.0,-0.6598104938084766
0.5,0.75,0.5,R_12mMAseFwoOpgqC,0,4,0.5,-0.6855046107630726
0.5,0.75,0.5,R_12mMAseFwoOpgqC,1,4,0.5,-0.6837591912486545
0.5,0.75,0.5,R_12mMAseFwoOpgqC,2,4,0.25,-0.6932002006112156
0.5,0.75,0.5,R_12mMAseFwoOpgqC,3,4,0.5,-0.690991540892571
0.5,0.75,0.5,R_12mMAseFwoOpgqC,4,4,0.75,-0.6829618878987069
0.5,0.75,0.5,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6812535227689661
0.5,0.75,0.5,R_7ojvA7NDI10RoKR,1,5,1.0,-0.6769245037401567
0.5,0.75,0.5,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6806790135858247
0.5,0.75,0.5,R_7ojvA7NDI10RoKR,3,5,0.8,-0.6766496490635424
0.5,0.75,0.5,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.7014228948005168
0.5,0.75,0.5,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6909517535807008
0.5,0.75,0.5,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.687279646444404
0.5,0.75,0.5,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6881096017755961
0.5,0.75,0.5,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.6847651052309975
0.5,0.75,0.5,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.6944687314925249
0.5,0.75,0.5,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.7019312020503539
0.5,0.75,0.5,R_7f9o7q4AZOoP4ot,2,4,0.25,-0.6976031965921667
0.5,0.75,0.5,R_7f9o7q4AZOoP4ot,3,4,0.5,-0.6972453154014768
0.5,0.75,0.5,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7069600174189653
0.5,0.75,0.5,R_1WHYlcDjJDcnUfD,0,4,0.75,-0.6947880049953612
0.5,0.75,0.5,R_1WHYlcDjJDcnUfD,1,4,0.5,-0.6934376791134265
0.5,0.75,0.5,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6917092865789862
0.5,0.75,0.5,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.6993184615787668
0.5,0.75,0.5,R_1WHYlcDjJDcnUfD,4,4,0.75,-0.6917677563234303
0.5,0.75,0.5,R_6Q0gBjey6IdfZpf,0,4,0.75,-0.6821014806653127
0.5,0.75,0.5,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6799193085975911
0.5,0.75,0.5,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.680162403543747
0.5,0.75,0.5,R_6Q0gBjey6IdfZpf,3,4,0.25,-0.6898443218545128
0.5,0.75,0.5,R_6Q0gBjey6IdfZpf,4,4,0.5,-0.6786134863101547
0.5,0.75,0.5,R_1wzohnjOPhN82Wd,0,4,0.5,-0.6841817155408776
0.5,0.75,0.5,R_1wzohnjOPhN82Wd,1,4,0.75,-0.679943145768422
0.5,0.75,0.5,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6741285257416908
0.5,0.75,0.5,R_1wzohnjOPhN82Wd,3,4,1.0,-0.677459476999997
0.5,0.75,0.5,R_1wzohnjOPhN82Wd,4,4,0.25,-0.6992496915894972
0.5,0.75,0.5,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.6980425668616783
0.5,0.75,0.5,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6897066155743572
0.5,0.75,0.5,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.6798917683265656
0.5,0.75,0.5,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6803297859848018
0.5,0.75,0.5,R_70kbQcqJL4Tkq6B,4,4,1.0,-0.6773552076349495
0.5,0.75,0.5,R_6rftRMhNP0o6boD,0,4,0.5,-0.683902853080512
0.5,0.75,0.5,R_6rftRMhNP0o6boD,1,4,0.5,-0.6917684873015462
0.5,0.75,0.5,R_6rftRMhNP0o6boD,2,4,0.5,-0.6972298150106815
0.5,0.75,0.5,R_6rftRMhNP0o6boD,3,4,0.75,-0.6809636945325656
0.5,0.75,0.5,R_6rftRMhNP0o6boD,4,4,1.0,-0.6818221198794371
0.5,0.75,0.5,R_6jv2PrGBJcO4of6,0,4,0.75,-0.6770711701384972
0.5,0.75,0.5,R_6jv2PrGBJcO4of6,1,4,0.75,-0.6824916964636718
0.5,0.75,0.5,R_6jv2PrGBJcO4of6,2,4,0.75,-0.692871661247672
0.5,0.75,0.5,R_6jv2PrGBJcO4of6,3,4,0.75,-0.6819076014951446
0.5,0.75,0.5,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7125432871975157
0.5,0.75,0.5,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.6570050697166164
0.5,0.75,0.5,R_1dHqTtKKq3yQvmX,1,4,0.5,-0.6594682151555539
0.5,0.75,0.5,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6693571012987007
0.5,0.75,0.5,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6731897438258367
0.5,0.75,0.5,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.6552241401003602
0.5,0.75,0.5,R_1P81VK8fH860C4V,0,4,1.0,-0.6750780637702671
0.5,0.75,0.5,R_1P81VK8fH860C4V,1,4,1.0,-0.667816773769512
0.5,0.75,0.5,R_1P81VK8fH860C4V,2,4,0.75,-0.6773324480015911
0.5,0.75,0.5,R_1P81VK8fH860C4V,3,4,0.5,-0.6913266420968013
0.5,0.75,0.5,R_1P81VK8fH860C4V,4,4,1.0,-0.6703602920042627
0.5,0.75,0.5,R_7go085j249AymBb,0,4,0.5,-0.6765931282293784
0.5,0.75,0.5,R_7go085j249AymBb,1,4,0.75,-0.672183434605972
0.5,0.75,0.5,R_7go085j249AymBb,2,4,1.0,-0.6718805539160345
0.5,0.75,0.5,R_7go085j249AymBb,3,4,0.75,-0.6758978007013916
0.5,0.75,0.5,R_7go085j249AymBb,4,4,0.5,-0.6918737945203539
0.5,0.75,0.5,R_6xzSCFMWRhzZIRg,0,4,0.25,-0.6883218836915008
0.5,0.75,0.5,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6824626521840951
0.5,0.75,0.5,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6853028810560695
0.5,0.75,0.5,R_6xzSCFMWRhzZIRg,3,4,0.75,-0.685634302986914
0.5,0.75,0.5,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6842686030622602
0.5,0.75,0.5,R_5EychZPB1u00qZH,0,4,0.75,-0.6727603691011793
0.5,0.75,0.5,R_5EychZPB1u00qZH,1,4,0.5,-0.6829725685646294
0.5,0.75,0.5,R_5EychZPB1u00qZH,2,4,1.0,-0.6761074173603817
0.5,0.75,0.5,R_5EychZPB1u00qZH,3,4,1.0,-0.6719217084296183
0.5,0.75,0.5,R_5EychZPB1u00qZH,4,4,0.25,-0.6973096290797853
0.5,0.75,0.5,R_59glCvaBnt5WTU6,0,4,0.5,-0.6955422215209999
0.5,0.75,0.5,R_59glCvaBnt5WTU6,1,4,0.75,-0.6796078491927996
0.5,0.75,0.5,R_59glCvaBnt5WTU6,2,4,1.0,-0.6799421195277517
0.5,0.75,0.5,R_59glCvaBnt5WTU6,3,4,0.75,-0.6825564399539488
0.5,0.75,0.5,R_59glCvaBnt5WTU6,4,4,0.75,-0.6884468222628478
0.5,0.75,0.5,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6802539088438775
0.5,0.75,0.5,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.7028269682333148
0.5,0.75,0.5,R_1nBL27EvLs0Bkk4,2,4,1.0,-0.6768526888541154
0.5,0.75,0.5,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6834517405395734
0.5,0.75,0.5,R_1nBL27EvLs0Bkk4,4,4,1.0,-0.6757852254160972
0.5,0.75,0.5,R_6FsUQnzEYAQwtwa,0,4,0.75,-0.6897289289681545
0.5,0.75,0.5,R_6FsUQnzEYAQwtwa,1,4,0.25,-0.6923084176969184
0.5,0.75,0.5,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6884784495674622
0.5,0.75,0.5,R_6FsUQnzEYAQwtwa,3,4,0.75,-0.6968065321328374
0.5,0.75,0.5,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.689649321844619
0.5,0.75,0.5,R_5pX1jjp1Yu1RSN7,0,4,1.0,-0.6725151390899955
0.5,0.75,0.5,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.6725600674372895
0.5,0.75,0.5,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.671765890958324
0.5,0.75,0.5,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6803388309767241
0.5,0.75,0.5,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.7165419227050491
0.5,0.75,0.5,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.6516962434422318
0.5,0.75,0.5,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.6664062913319314
0.5,0.75,0.5,R_5DY1mtPtJpWz8WC,2,5,0.8,-0.673882469140268
0.5,0.75,0.5,R_5DY1mtPtJpWz8WC,3,5,0.6,-0.6584740990557985
0.5,0.75,0.5,R_1PN3SGDWOMibPAh,0,4,1.0,-0.6792399057104277
0.5,0.75,0.5,R_1PN3SGDWOMibPAh,1,4,0.5,-0.6981694927890456
0.5,0.75,0.5,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6870045848416235
0.5,0.75,0.5,R_1PN3SGDWOMibPAh,3,4,0.5,-0.6831063251437036
0.5,0.75,0.5,R_1PN3SGDWOMibPAh,4,4,1.0,-0.6810900928935846
0.5,0.75,0.5,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6810973136298283
0.5,0.75,0.5,R_3SrBXsc2uYrsSZz,1,4,0.5,-0.6937016921173518
0.5,0.75,0.5,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.695165496496664
0.5,0.75,0.5,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.6767441100885763
0.5,0.75,0.5,R_3SrBXsc2uYrsSZz,4,4,1.0,-0.6760802509304411
0.5,0.75,0.5,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.6673655283251153
0.5,0.75,0.5,R_7rNeEq8TvAxjqdL,1,4,0.75,-0.6761718675868329
0.5,0.75,0.5,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.6679286980546074
0.5,0.75,0.5,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.6910292181967277
0.5,0.75,0.5,R_7rNeEq8TvAxjqdL,4,4,1.0,-0.675378072516421
0.5,0.75,0.5,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7026883841984861
0.5,0.75,0.5,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6882981770716076
0.5,0.75,0.5,R_7QAkOtO6FETwKSv,2,4,0.5,-0.6991340149079658
0.5,0.75,0.5,R_7QAkOtO6FETwKSv,3,4,0.5,-0.6954952538674759
0.5,0.75,0.5,R_7QAkOtO6FETwKSv,4,4,0.5,-0.6932767356468894
0.5,0.75,0.75,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.6969040982910822
0.5,0.75,0.75,R_5EfMjMbx1z8Kvhl,1,4,0.75,-0.6905673210025376
0.5,0.75,0.75,R_5EfMjMbx1z8Kvhl,2,4,0.5,-0.6885695305726747
0.5,0.75,0.75,R_5EfMjMbx1z8Kvhl,3,4,0.75,-0.683354093708475
0.5,0.75,0.75,R_5EfMjMbx1z8Kvhl,4,4,0.5,-0.6880966931912652
0.5,0.75,0.75,R_56aT1YjmRtKACUH,0,4,0.5,-0.6901503527146292
0.5,0.75,0.75,R_56aT1YjmRtKACUH,1,4,0.25,-0.7026921324515675
0.5,0.75,0.75,R_56aT1YjmRtKACUH,2,4,0.5,-0.6908417342714123
0.5,0.75,0.75,R_56aT1YjmRtKACUH,3,4,0.5,-0.6909451700335766
0.5,0.75,0.75,R_56aT1YjmRtKACUH,4,4,0.5,-0.6968133738628044
0.5,0.75,0.75,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.6856361434128322
0.5,0.75,0.75,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.7021346801791989
0.5,0.75,0.75,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.6935610514530937
0.5,0.75,0.75,R_3HS2lsaEfcZSuXu,3,4,1.0,-0.6836997094498881
0.5,0.75,0.75,R_3HS2lsaEfcZSuXu,4,4,1.0,-0.6824162816564876
0.5,0.75,0.75,R_6HoVfVJSFl7IrlL,0,4,0.75,-0.6896217488651399
0.5,0.75,0.75,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6834648487770552
0.5,0.75,0.75,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.6964886670891436
0.5,0.75,0.75,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.684007299822662
0.5,0.75,0.75,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6817649048322558
0.5,0.75,0.75,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.6973182545999581
0.5,0.75,0.75,R_5Q5TZ5csoblHSvA,1,4,0.75,-0.6908684693948027
0.5,0.75,0.75,R_5Q5TZ5csoblHSvA,2,4,0.5,-0.6937271386764557
0.5,0.75,0.75,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.6949388168952843
0.5,0.75,0.75,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6923155305991197
0.5,0.75,0.75,R_18H831wJaDlPwgg,0,4,0.5,-0.6869854324607363
0.5,0.75,0.75,R_18H831wJaDlPwgg,1,4,1.0,-0.6633492875940502
0.5,0.75,0.75,R_18H831wJaDlPwgg,2,4,0.5,-0.6752780375690941
0.5,0.75,0.75,R_18H831wJaDlPwgg,3,4,1.0,-0.6600626055241797
0.5,0.75,0.75,R_18H831wJaDlPwgg,4,4,1.0,-0.66167385354279
0.5,0.75,0.75,R_12mMAseFwoOpgqC,0,4,0.5,-0.6863456769160435
0.5,0.75,0.75,R_12mMAseFwoOpgqC,1,4,0.5,-0.6834128974722852
0.5,0.75,0.75,R_12mMAseFwoOpgqC,2,4,0.25,-0.6928910449609268
0.5,0.75,0.75,R_12mMAseFwoOpgqC,3,4,0.5,-0.6913249093590992
0.5,0.75,0.75,R_12mMAseFwoOpgqC,4,4,0.75,-0.683236864665971
0.5,0.75,0.75,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6817591053934797
0.5,0.75,0.75,R_7ojvA7NDI10RoKR,1,5,1.0,-0.6780627097139371
0.5,0.75,0.75,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6820150234737714
0.5,0.75,0.75,R_7ojvA7NDI10RoKR,3,5,0.6,-0.6797768794817466
0.5,0.75,0.75,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.699375950597721
0.5,0.75,0.75,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6895207033202957
0.5,0.75,0.75,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.685554049955567
0.5,0.75,0.75,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6876944324670595
0.5,0.75,0.75,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.6823522587807006
0.5,0.75,0.75,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.6953617773994896
0.5,0.75,0.75,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.7022034276060467
0.5,0.75,0.75,R_7f9o7q4AZOoP4ot,2,4,0.25,-0.696810608062036
0.5,0.75,0.75,R_7f9o7q4AZOoP4ot,3,4,0.5,-0.6966223383688198
0.5,0.75,0.75,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7085240979523539
0.5,0.75,0.75,R_1WHYlcDjJDcnUfD,0,4,0.75,-0.6947313751833682
0.5,0.75,0.75,R_1WHYlcDjJDcnUfD,1,4,0.25,-0.694788981337827
0.5,0.75,0.75,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6915626122962824
0.5,0.75,0.75,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.6995431010866054
0.5,0.75,0.75,R_1WHYlcDjJDcnUfD,4,4,1.0,-0.6899502484319111
0.5,0.75,0.75,R_6Q0gBjey6IdfZpf,0,4,0.5,-0.6837460002670261
0.5,0.75,0.75,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6802060074451218
0.5,0.75,0.75,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6803598318911145
0.5,0.75,0.75,R_6Q0gBjey6IdfZpf,3,4,0.25,-0.6916580301209804
0.5,0.75,0.75,R_6Q0gBjey6IdfZpf,4,4,0.5,-0.679262430174559
0.5,0.75,0.75,R_1wzohnjOPhN82Wd,0,4,0.75,-0.6858491139343003
0.5,0.75,0.75,R_1wzohnjOPhN82Wd,1,4,0.75,-0.680636478987394
0.5,0.75,0.75,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6730743394430335
0.5,0.75,0.75,R_1wzohnjOPhN82Wd,3,4,1.0,-0.6773757931991979
0.5,0.75,0.75,R_1wzohnjOPhN82Wd,4,4,0.5,-0.6974818333091274
0.5,0.75,0.75,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.6978999589012859
0.5,0.75,0.75,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6874532030741348
0.5,0.75,0.75,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.6824923353999518
0.5,0.75,0.75,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6802027208198319
0.5,0.75,0.75,R_70kbQcqJL4Tkq6B,4,4,1.0,-0.6791900659935811
0.5,0.75,0.75,R_6rftRMhNP0o6boD,0,4,0.5,-0.6818225185898938
0.5,0.75,0.75,R_6rftRMhNP0o6boD,1,4,0.75,-0.6924900107455807
0.5,0.75,0.75,R_6rftRMhNP0o6boD,2,4,0.5,-0.6966547082995618
0.5,0.75,0.75,R_6rftRMhNP0o6boD,3,4,0.75,-0.6827481599107484
0.5,0.75,0.75,R_6rftRMhNP0o6boD,4,4,0.75,-0.6835492793003708
0.5,0.75,0.75,R_6jv2PrGBJcO4of6,0,4,0.75,-0.6803956842744198
0.5,0.75,0.75,R_6jv2PrGBJcO4of6,1,4,0.75,-0.6860563499010254
0.5,0.75,0.75,R_6jv2PrGBJcO4of6,2,4,0.5,-0.6948682543638786
0.5,0.75,0.75,R_6jv2PrGBJcO4of6,3,4,0.5,-0.683857753569188
0.5,0.75,0.75,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7129612405461567
0.5,0.75,0.75,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.656421260125285
0.5,0.75,0.75,R_1dHqTtKKq3yQvmX,1,4,0.5,-0.6577097129095388
0.5,0.75,0.75,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6694522474011172
0.5,0.75,0.75,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6735700417927373
0.5,0.75,0.75,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.6562368562592074
0.5,0.75,0.75,R_1P81VK8fH860C4V,0,4,1.0,-0.674214372634887
0.5,0.75,0.75,R_1P81VK8fH860C4V,1,4,1.0,-0.6690566162398186
0.5,0.75,0.75,R_1P81VK8fH860C4V,2,4,0.75,-0.6768589467662132
0.5,0.75,0.75,R_1P81VK8fH860C4V,3,4,0.5,-0.6912363588422832
0.5,0.75,0.75,R_1P81VK8fH860C4V,4,4,1.0,-0.6724510506256104
0.5,0.75,0.75,R_7go085j249AymBb,0,4,0.5,-0.6764502719989998
0.5,0.75,0.75,R_7go085j249AymBb,1,4,0.75,-0.6708875293539984
0.5,0.75,0.75,R_7go085j249AymBb,2,4,1.0,-0.6713502927024703
0.5,0.75,0.75,R_7go085j249AymBb,3,4,0.75,-0.6744247935427932
0.5,0.75,0.75,R_7go085j249AymBb,4,4,0.5,-0.6919014647679808
0.5,0.75,0.75,R_6xzSCFMWRhzZIRg,0,4,0.5,-0.6876427340827126
0.5,0.75,0.75,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6807380648885206
0.5,0.75,0.75,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6848988190630798
0.5,0.75,0.75,R_6xzSCFMWRhzZIRg,3,4,0.75,-0.6888159539209231
0.5,0.75,0.75,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6829438537916509
0.5,0.75,0.75,R_5EychZPB1u00qZH,0,4,0.75,-0.6739964725337017
0.5,0.75,0.75,R_5EychZPB1u00qZH,1,4,0.5,-0.6830488589599586
0.5,0.75,0.75,R_5EychZPB1u00qZH,2,4,1.0,-0.6764599847670287
0.5,0.75,0.75,R_5EychZPB1u00qZH,3,4,1.0,-0.6719664906203929
0.5,0.75,0.75,R_5EychZPB1u00qZH,4,4,0.25,-0.6971287787125354
0.5,0.75,0.75,R_59glCvaBnt5WTU6,0,4,0.5,-0.6959824841968807
0.5,0.75,0.75,R_59glCvaBnt5WTU6,1,4,1.0,-0.6799463129255788
0.5,0.75,0.75,R_59glCvaBnt5WTU6,2,4,1.0,-0.6811184973888963
0.5,0.75,0.75,R_59glCvaBnt5WTU6,3,4,0.5,-0.6830285694106228
0.5,0.75,0.75,R_59glCvaBnt5WTU6,4,4,0.5,-0.6896574839738319
0.5,0.75,0.75,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6806409234461748
0.5,0.75,0.75,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.7024949629359163
0.5,0.75,0.75,R_1nBL27EvLs0Bkk4,2,4,1.0,-0.6779081229401063
0.5,0.75,0.75,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6840270361559982
0.5,0.75,0.75,R_1nBL27EvLs0Bkk4,4,4,1.0,-0.6787259600947284
0.5,0.75,0.75,R_6FsUQnzEYAQwtwa,0,4,0.75,-0.6907806307634179
0.5,0.75,0.75,R_6FsUQnzEYAQwtwa,1,4,0.25,-0.6923254547028312
0.5,0.75,0.75,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6879765240701867
0.5,0.75,0.75,R_6FsUQnzEYAQwtwa,3,4,0.5,-0.6994246105398371
0.5,0.75,0.75,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.6909376035961587
0.5,0.75,0.75,R_5pX1jjp1Yu1RSN7,0,4,1.0,-0.6732834686748221
0.5,0.75,0.75,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.6736718896384754
0.5,0.75,0.75,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.6717344529646204
0.5,0.75,0.75,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6822811564307347
0.5,0.75,0.75,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.7162024564130484
0.5,0.75,0.75,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.6527726148226076
0.5,0.75,0.75,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.6668601978788352
0.5,0.75,0.75,R_5DY1mtPtJpWz8WC,2,5,1.0,-0.6740729956792121
0.5,0.75,0.75,R_5DY1mtPtJpWz8WC,3,5,0.8,-0.6594476663142383
0.5,0.75,0.75,R_1PN3SGDWOMibPAh,0,4,1.0,-0.6795147017983199
0.5,0.75,0.75,R_1PN3SGDWOMibPAh,1,4,0.5,-0.6975403857774768
0.5,0.75,0.75,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6862877023109497
0.5,0.75,0.75,R_1PN3SGDWOMibPAh,3,4,0.5,-0.6822138918262189
0.5,0.75,0.75,R_1PN3SGDWOMibPAh,4,4,1.0,-0.6815808775469984
0.5,0.75,0.75,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6813976414850029
0.5,0.75,0.75,R_3SrBXsc2uYrsSZz,1,4,0.5,-0.6938026198301837
0.5,0.75,0.75,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.6944021945388188
0.5,0.75,0.75,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.6777378567848591
0.5,0.75,0.75,R_3SrBXsc2uYrsSZz,4,4,1.0,-0.6764483405663735
0.5,0.75,0.75,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.6661460907319569
0.5,0.75,0.75,R_7rNeEq8TvAxjqdL,1,4,0.5,-0.6780489139366824
0.5,0.75,0.75,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.668625528503212
0.5,0.75,0.75,R_7rNeEq8TvAxjqdL,3,4,0.25,-0.6916113857103999
0.5,0.75,0.75,R_7rNeEq8TvAxjqdL,4,4,1.0,-0.6749806317863192
0.5,0.75,0.75,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7023063821440523
0.5,0.75,0.75,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6882219587249538
0.5,0.75,0.75,R_7QAkOtO6FETwKSv,2,4,0.5,-0.6994216918630649
