user_id,condition,n_trials,rating_partial_vs_standard,test_acc_standard,test_ll_standard,spearman_standard,topn_sign_standard,topn_overlap_standard,combined_standard,test_acc_projected,test_ll_projected,spearman_projected,topn_sign_projected,topn_overlap_projected,combined_projected,test_acc_partial,test_ll_partial,spearman_partial,topn_sign_partial,topn_overlap_partial,combined_partial,test_acc_blend,test_ll_blend,spearman_blend,topn_sign_blend,topn_overlap_blend,combined_blend
69,choice_only,20,0.6416884950206385,0.69,-0.6867268506743122,0.4796614035283009,0.6,0.3,0.3398307017641504,0.73,-0.5410927525291742,0.5127415003233561,0.7,0.4,0.456370750161678,0.73,-0.5410927525291742,0.5127415003233561,0.7,0.4,0.456370750161678,0.73,-0.5410927525291742,0.5127415003233561,0.7,0.4,0.456370750161678
69,inference_affirm,20,0.4018868847472559,0.58,-0.6892035157937464,0.34734101634807996,0.6,0.4,0.27367050817403993,0.615,-0.6327967677678079,0.2985084925077603,0.5,0.3,0.14925424625388015,0.685,-0.6171340925634301,0.38829732666576733,0.5,0.3,0.19414866333288366,0.685,-0.6171340925634301,0.38829732666576733,0.5,0.3,0.19414866333288366
69,inference_categories,20,0.7738849442154205,0.71,-0.6863196778932354,0.4678470832443526,0.5,0.3,0.2339235416221763,0.77,-0.5298494363363766,0.5544854319933067,0.6,0.4,0.3772427159966533,0.765,-0.5121090916340411,0.5599987814591493,0.7,0.5,0.4799993907295746,0.765,-0.5121090916340411,0.5599987814591493,0.7,0.5,0.4799993907295746
70,choice_only,20,0.5205188451532966,0.675,-0.687171370701946,0.4660395203871637,0.4,0.4,0.13301976019358186,0.715,-0.5750363592369918,0.49888812094308715,0.4,0.5,0.1494440604715436,0.715,-0.5750363592369918,0.49888812094308715,0.4,0.5,0.1494440604715436,0.715,-0.5750363592369918,0.49888812094308715,0.4,0.5,0.1494440604715436
70,inference_affirm,20,0.5307566813699045,0.625,-0.6884236698539301,0.42805832599437726,0.3,0.4,0.014029162997188621,0.67,-0.5877063574331391,0.4742516705261446,0.4,0.5,0.13712583526307232,0.625,-0.631357447148166,0.4773312268282624,0.3,0.4,0.03866561341413119,0.625,-0.631357447148166,0.4773312268282624,0.3,0.4,0.03866561341413119
70,inference_categories,20,0.5870013214805855,0.595,-0.6885330242559771,0.4290848447617498,0.3,0.4,0.014542422380874886,0.64,-0.6105038485563358,0.47835774559563493,0.3,0.4,0.039178872797817454,0.565,-0.6846648775357701,0.5697179158917971,0.3,0.3,0.08485895794589854,0.565,-0.6846648775357701,0.5697179158917971,0.3,0.3,0.08485895794589854
71,choice_only,20,0.5209296325683808,0.725,-0.6819282249999887,0.22969285516943982,0.2,0.3,-0.18515357241528008,0.7,-0.5629389581747608,0.2631998467269268,0.2,0.3,-0.16840007663653658,0.7,-0.5629389581747608,0.2631998467269268,0.2,0.3,-0.16840007663653658,0.7,-0.5629389581747608,0.2631998467269268,0.2,0.3,-0.16840007663653658
71,inference_affirm,20,0.6323916392400025,0.735,-0.6787048456932291,0.23503454947570585,0.2,0.4,-0.18248272526214707,0.755,-0.504457816746274,0.2656278895934114,0.3,0.4,-0.06718605520329432,0.74,-0.5045533162274757,0.25203084954109783,0.3,0.6,-0.0739845752294511,0.74,-0.5045533162274757,0.25203084954109783,0.3,0.6,-0.0739845752294511
71,inference_categories,20,0.6261609942762822,0.695,-0.6822571840892252,0.32972822126860385,0.3,0.4,-0.035135889365698086,0.75,-0.5456027730163722,0.373918601438623,0.3,0.4,-0.013040699280688517,0.775,-0.50365080165153,0.33604113272146374,0.4,0.6,0.0680205663607319,0.775,-0.50365080165153,0.33604113272146374,0.4,0.6,0.0680205663607319
72,choice_only,20,0.4989413825768907,0.64,-0.686142592411185,0.4221772591657621,0.4,0.3,0.11108862958288107,0.685,-0.5752614504240326,0.4204834687578754,0.4,0.3,0.11024173437893772,0.685,-0.5752614504240326,0.4204834687578754,0.4,0.3,0.11024173437893772,0.685,-0.5752614504240326,0.4204834687578754,0.4,0.3,0.11024173437893772
72,inference_affirm,20,0.6830514240101273,0.625,-0.6859516110617335,0.09400536763771232,0.4,0.4,-0.05299731618114382,0.675,-0.6115417199873636,0.12110601416389967,0.4,0.4,-0.03944699291805014,0.71,-0.5833222079920622,0.2011376109365466,0.5,0.4,0.1005688054682733,0.71,-0.5833222079920622,0.2011376109365466,0.5,0.4,0.1005688054682733
72,inference_categories,20,0.592095265406414,0.68,-0.684993958695824,0.352731852442407,0.4,0.4,0.07636592622120353,0.685,-0.571541494966798,0.4272586303894222,0.3,0.3,0.013629315194711084,0.705,-0.5429093736713811,0.5017854083364374,0.4,0.4,0.1508927041682187,0.705,-0.5429093736713811,0.5017854083364374,0.4,0.4,0.1508927041682187
73,choice_only,20,0.376520806781368,0.77,-0.6819898829675924,0.543628943633392,0.6,0.6,0.37181447181669597,0.79,-0.5042296572227225,0.5418921099476623,0.5,0.5,0.2709460549738312,0.79,-0.5042296572227225,0.5418921099476623,0.5,0.5,0.2709460549738312,0.79,-0.5042296572227225,0.5418921099476623,0.5,0.5,0.2709460549738312
73,inference_affirm,20,0.7702866991970273,0.67,-0.6884246767952388,0.3725508255890179,0.5,0.5,0.18627541279450896,0.625,-0.6404812871104173,0.42205058563231396,0.5,0.5,0.21102529281615698,0.575,-0.6637939606471782,0.6565231332058217,0.6,0.6,0.4282615666029108,0.575,-0.6637939606471782,0.6565231332058217,0.6,0.6,0.4282615666029108
73,inference_categories,20,0.6729254215296094,0.77,-0.6802019127913986,0.48283976463285294,0.4,0.5,0.1414198823164265,0.76,-0.5373268164782714,0.5080238530759335,0.4,0.5,0.15401192653796675,0.75,-0.5344240387460517,0.571418282605067,0.5,0.6,0.2857091413025335,0.75,-0.5344240387460517,0.571418282605067,0.5,0.6,0.2857091413025335
74,choice_only,20,0.40425569814932677,0.69,-0.6853426804256315,0.6159198974698378,0.8,0.5,0.607959948734919,0.76,-0.5289023445822943,0.6608143145488413,0.7,0.4,0.5304071572744207,0.76,-0.5289023445822943,0.6608143145488413,0.7,0.4,0.5304071572744207,0.76,-0.5289023445822943,0.6608143145488413,0.7,0.4,0.5304071572744207
74,inference_affirm,20,0.483761022945,0.7,-0.6876790003661322,0.6623895572533678,0.6,0.4,0.4311947786266839,0.735,-0.534956648218268,0.7080715956846345,0.7,0.4,0.5540357978423172,0.71,-0.5669055980954937,0.6363980526286815,0.6,0.5,0.41819902631434075,0.71,-0.5669055980954937,0.6363980526286815,0.6,0.5,0.41819902631434075
74,inference_categories,20,0.49606197466980556,0.665,-0.6869279725547653,0.6363980526286815,0.6,0.4,0.41819902631434075,0.695,-0.5796605033060764,0.6797172270031586,0.7,0.5,0.5398586135015793,0.735,-0.5814989747247619,0.6300970818105758,0.6,0.5,0.41504854090528787,0.735,-0.5814989747247619,0.6300970818105758,0.6,0.5,0.41504854090528787
75,choice_only,20,0.5634353009589705,0.715,-0.6854848577539515,0.2962925291338153,0.3,0.3,-0.05185373543309235,0.765,-0.5252556141544104,0.3983388986844345,0.3,0.3,-0.0008305506577827582,0.765,-0.5252556141544104,0.3983388986844345,0.3,0.3,-0.0008305506577827582,0.765,-0.5252556141544104,0.3983388986844345,0.3,0.3,-0.0008305506577827582
75,inference_affirm,20,0.603654925806667,0.71,-0.6874491680693147,0.3544768626495193,0.4,0.5,0.07723843132475966,0.76,-0.5479407330301603,0.46099895016288484,0.4,0.5,0.13049947508144244,0.66,-0.6029728592505476,0.522763858048786,0.4,0.4,0.16138192902439302,0.66,-0.6029728592505476,0.522763858048786,0.4,0.4,0.16138192902439302
75,inference_categories,20,0.7852753308479966,0.585,-0.6891072762488608,0.21707232119320308,0.4,0.5,0.00853616059660156,0.675,-0.6103858015635115,0.18977044162044968,0.3,0.4,-0.10511477918977517,0.645,-0.6227160672821642,0.5357434401407507,0.5,0.5,0.26787172007037535,0.645,-0.6227160672821642,0.5357434401407507,0.5,0.5,0.26787172007037535
76,choice_only,20,0.5203027608108722,0.59,-0.6879407777877824,0.22101556184762258,0.2,0.3,-0.18949221907618868,0.63,-0.6176589217253201,0.2535178503546259,0.2,0.3,-0.17324107482268705,0.63,-0.6176589217253201,0.2535178503546259,0.2,0.3,-0.17324107482268705,0.63,-0.6176589217253201,0.2535178503546259,0.2,0.3,-0.17324107482268705
76,inference_affirm,20,0.8748881550713749,0.615,-0.6865277941793232,0.18294145245370438,0.2,0.3,-0.20852927377314778,0.71,-0.5567338711398717,0.27673377071677113,0.2,0.3,-0.16163311464161442,0.7,-0.5481416602482264,0.5608966359494287,0.4,0.4,0.1804483179747144,0.7,-0.5481416602482264,0.5608966359494287,0.4,0.4,0.1804483179747144
76,inference_categories,20,0.8720659825020828,0.615,-0.6881240136847944,0.23680238769388134,0.2,0.3,-0.18159880615305932,0.69,-0.5767588975776364,0.32130833781208995,0.2,0.3,-0.139345831093955,0.695,-0.5779653996233219,0.6045425662302618,0.4,0.4,0.20227128311513093,0.695,-0.5779653996233219,0.6045425662302618,0.4,0.4,0.20227128311513093
77,choice_only,20,0.4739420943970749,0.6,-0.6879970747346976,0.1569860054509305,0.5,0.2,0.07849300272546525,0.72,-0.5840402765122338,0.11525554830574644,0.5,0.3,0.05762777415287322,0.72,-0.5840402765122338,0.11525554830574644,0.5,0.3,0.05762777415287322,0.72,-0.5840402765122338,0.11525554830574644,0.5,0.3,0.05762777415287322
77,inference_affirm,20,0.47865096846279415,0.68,-0.6845988616258991,0.3696126204287731,0.6,0.2,0.2848063102143865,0.755,-0.517808534536471,0.3926637300899224,0.6,0.2,0.2963318650449612,0.75,-0.5246355450249836,0.3354333888622414,0.6,0.4,0.26771669443112067,0.75,-0.5246355450249836,0.3354333888622414,0.6,0.4,0.26771669443112067
77,inference_categories,20,0.7960300020385086,0.67,-0.6839216674887666,0.29569009634301846,0.5,0.3,0.14784504817150923,0.705,-0.576354280382876,0.30204902314609416,0.5,0.3,0.15102451157304708,0.77,-0.542611601017226,0.44035568111298984,0.7,0.4,0.4201778405564949,0.77,-0.542611601017226,0.44035568111298984,0.7,0.4,0.4201778405564949
78,choice_only,20,0.39999512090105943,0.63,-0.6872899352630897,0.37254489962050297,0.6,0.5,0.28627244981025146,0.745,-0.5482503341088009,0.4103507245291375,0.5,0.6,0.20517536226456876,0.745,-0.5482503341088009,0.4103507245291375,0.5,0.6,0.20517536226456876,0.745,-0.5482503341088009,0.4103507245291375,0.5,0.6,0.20517536226456876
78,inference_affirm,20,0.6821897098100033,0.665,-0.6867156175263658,0.3268628611892362,0.5,0.4,0.1634314305946181,0.69,-0.5778364652849872,0.41113834588140075,0.7,0.5,0.40556917294070033,0.62,-0.6414045015186416,0.43240412239250764,0.6,0.5,0.3162020611962538,0.62,-0.6414045015186416,0.43240412239250764,0.6,0.5,0.3162020611962538
78,inference_categories,20,0.4646509999469826,0.665,-0.6872476264337828,0.2985084925077603,0.6,0.3,0.24925424625388012,0.685,-0.586039437209518,0.37096965691597655,0.6,0.4,0.2854848284579883,0.65,-0.6211824398755914,0.4418555786196663,0.5,0.4,0.22092778930983314,0.65,-0.6211824398755914,0.4418555786196663,0.5,0.4,0.22092778930983314
79,choice_only,20,0.5163018796782362,0.75,-0.6820543490607847,0.5218451101569772,0.6,0.4,0.3609225550784886,0.805,-0.4785388050726299,0.5479373656648261,0.6,0.4,0.373968682832413,0.805,-0.4785388050726299,0.5479373656648261,0.6,0.4,0.373968682832413,0.805,-0.4785388050726299,0.5479373656648261,0.6,0.4,0.373968682832413
79,inference_affirm,20,0.40815997433810436,0.74,-0.6817302738045546,0.5263297165723888,0.7,0.5,0.46316485828619436,0.8,-0.49387312615040035,0.5271450995570091,0.7,0.5,0.4635725497785045,0.79,-0.4953811696297642,0.5776988446034662,0.6,0.4,0.3888494223017331,0.79,-0.4953811696297642,0.5776988446034662,0.6,0.4,0.3888494223017331
