persona_id,condition,fit_type,n_trials,test_acc,test_ll
1,inference_categories,projected,3,0.74,-0.6620646392620313
1,inference_categories,partial,3,0.74,-0.6654217560086757
1,inference_categories,standard,4,0.74,-0.6928026606054322
1,inference_categories,projected,4,0.74,-0.6567836059238041
1,inference_categories,partial,4,0.76,-0.6596941596147103
1,inference_categories,standard,5,0.64,-0.6927478959702578
1,inference_categories,projected,5,0.72,-0.6506272898126544
1,inference_categories,partial,5,0.74,-0.652304465275862
1,inference_categories,standard,6,0.76,-0.692652427015528
1,inference_categories,projected,6,0.72,-0.6434241965835688
1,inference_categories,partial,6,0.74,-0.6452925292339544
1,inference_categories,standard,7,0.74,-0.6926826247323362
1,inference_categories,projected,7,0.72,-0.6458531143187324
1,inference_categories,partial,7,0.74,-0.6478082137430069
1,inference_categories,standard,8,0.76,-0.6925766254252427
1,inference_categories,projected,8,0.74,-0.6391490074648922
1,inference_categories,partial,8,0.74,-0.6385291818859379
1,inference_categories,standard,9,0.78,-0.6925006138679889
1,inference_categories,projected,9,0.72,-0.633603059174852
1,inference_categories,partial,9,0.78,-0.6351016503352213
1,inference_categories,standard,10,0.76,-0.6925158003388452
1,inference_categories,projected,10,0.74,-0.636079715468319
1,inference_categories,partial,10,0.8,-0.6372872322945157
1,inference_categories,standard,11,0.78,-0.692420027477491
1,inference_categories,projected,11,0.76,-0.6294340227930632
